,Clase de la via,Particula de la via,Nombre de la via,Codigo de vía,Distritos atravesados,Literal completo del vial 
3939,CALLE                   ,DEL   ,EBRO                                            ,255700,5.0,CALLE DEL EBRO                                                 
3940,CALLE                   ,DEL   ,GORDOLOBO                                       ,255800,10.0,CALLE DEL GORDOLOBO                                            
3941,CALLE                   ,DE    ,ECHEGARAY                                       ,255900,1.0,CALLE DE ECHEGARAY                                             
3942,CALLE                   ,DE    ,ECIJA                                           ,256000,9.0,CALLE DE ÉCIJA                                                 
3943,CALLE                   ,DE    ,EDISON                                          ,256100,5.0,CALLE DE EDISON                                                
3944,CALLE                   ,DE    ,EDUARDO ADARO                                   ,256200,6.0,CALLE DE EDUARDO ADARO                                         
3945,CALLE                   ,DE    ,MERCEDES FORMICA                                ,256300,4.0,CALLE DE MERCEDES FÓRMICA                                      
3946,CALLE                   ,DE    ,EDUARDO BENOT                                   ,256400,9.0,CALLE DE EDUARDO BENOT                                         
3947,PASEO                   ,DE    ,EDUARDO DATO                                    ,256500,4.0,PASEO DE EDUARDO DATO                                          
3948,CALLE                   ,DE    ,EDUARDO MARISTANY                               ,256800,17.0,CALLE DE EDUARDO MARISTANY                                     
3949,CALLE                   ,DE    ,EDUARDO MARQUINA                                ,257000,11.0,CALLE DE EDUARDO MARQUINA                                      
3950,CALLE                   ,DE    ,EDUARDO MAZON                                   ,257100,16.0,CALLE DE EDUARDO MAZÓN                                         
3951,CALLE                   ,DE    ,EDUARDO MINGUITO                                ,257200,17.0,CALLE DE EDUARDO MINGUITO                                      
3952,CALLE                   ,DE    ,GANDHI                                          ,257400,15.0,CALLE DE GANDHI                                                
3953,CALLE                   ,DE    ,EDUARDO MORALES                                 ,257500,11.0,CALLE DE EDUARDO MORALES                                       
3954,CALLE                   ,DE    ,EDUARDO DEL PALACIO                             ,257550,5.0,CALLE DE EDUARDO DEL PALACIO                                   
3955,CALLE                   ,DE    ,EDUARDO REQUENAS                                ,257700,13.0,CALLE DE EDUARDO REQUENAS                                      
3956,CALLE                   ,DE    ,EDUARDO RIVAS                                   ,257800,11.0,CALLE DE EDUARDO RIVAS                                         
3957,CALLE                   ,DE    ,EDUARDO ROJO                                    ,257900,13.0,CALLE DE EDUARDO ROJO                                          
3958,CALLE                   ,DE    ,EDUARDO SANZ                                    ,258100,13.0,CALLE DE EDUARDO SANZ                                          
3959,CALLE                   ,DE    ,EDUARDO TERAN                                   ,258200,20.0,CALLE DE EDUARDO TERÁN                                         
3960,CALLE                   ,DE    ,EDUARDO UROSA                                   ,258300,11.0,CALLE DE EDUARDO UROSA                                         
3961,CALLE                   ,DE    ,EDUARDO VELA                                    ,258400,9.0,CALLE DE EDUARDO VELA                                          
3962,CALLE                   ,DE    ,EFIGENIA                                        ,258450,19.0,CALLE DE EFIGENIA                                              
3963,CALLE                   ,DEL   ,EGA                                             ,258500,5.0,CALLE DEL EGA                                                  
3964,PLAZA                   ,DE    ,EGABRO                                          ,258600,10.0,PLAZA DE EGABRO                                                
3965,CALLE                   ,DE    ,EGEA                                            ,258700,20.0,CALLE DE EGEA                                                  
3966,CALLE                   ,DE    ,EGICA                                           ,258800,10.0,CALLE DE ÉGICA                                                 
3967,CALLE                   ,DE    ,EGIPTO                                          ,258900,20.0,CALLE DE EGIPTO                                                
3968,CALLE                   ,DE    ,EGUILAZ                                         ,259000,7.0,CALLE DE EGUÍLAZ                                               
3969,CALLE                   ,DE    ,EIBAR                                           ,259100,9.0,CALLE DE EIBAR                                                 
3970,CALLE                   ,DE    ,EIDER                                           ,259200,15.0,CALLE DE EIDER                                                 
3971,PLAZA                   ,DE    ,EISENHOWER                                      ,259300,21.0,PLAZA DE EISENHOWER                                            
3972,GLORIETA                ,DEL   ,EJERCITO                                        ,259400,10.0,GLORIETA DEL EJÉRCITO                                          
3973,CALLE                   ,DE    ,EL HUESPED DEL SEVILLANO                        ,259450,17.0,CALLE DE EL HUÉSPED DEL SEVILLANO                              
3974,CALLE                   ,DE    ,ELADIO LOPEZ VILCHES                            ,259500,16.0,CALLE DE ELADIO LÓPEZ VILCHES                                  
3975,CALLE                   ,DE    ,ELCHE                                           ,259550,17.0,CALLE DE ELCHE                                                 
3976,CALLE                   ,DE    ,ELDA                                            ,259575,17.0,CALLE DE ELDA                                                  
3977,CALLE                   ,DE LOS,ELECTRICISTAS                                   ,259580,20.0,CALLE DE LOS ELECTRICISTAS                                     
3978,CALLE                   ,DEL   ,ELFO                                            ,260000,15.0,CALLE DEL ELFO                                                 
3979,CALLE                   ,DE    ,ELGOIBAR                                        ,260100,9.0,CALLE DE ELGÓIBAR                                              
3980,GLORIETA                ,DE    ,ELIAS AHUJA Y ANDRIA                            ,260150,9.0,GLORIETA DE ELÍAS AHÚJA Y ANDRÍA                               
3981,CALLE                   ,DE    ,ELIAS DUPUY                                     ,260300,15.0,CALLE DE ELÍAS DUPUY                                           
3982,CALLE                   ,DE    ,ELISA                                           ,260900,12.0,CALLE DE ELISA                                                 
3983,CALLE                   ,DE    ,ELISA OCHOA                                     ,261100,12.0,CALLE DE ELISA OCHOA                                           
3984,CALLE                   ,DE    ,ELIZONDO                                        ,261200,12.0,CALLE DE ELIZONDO                                              
3985,CALLE                   ,DE    ,ELOISA DE LA HERA                               ,261300,9.0,CALLE DE ELOÍSA DE LA HERA                                     
3986,CALLE                   ,DE    ,ELOY GONZALO                                    ,261400,7.0,CALLE DE ELOY GONZALO                                          
3987,CALLE                   ,DE    ,ELVAS                                           ,261700,11.0,CALLE DE ELVAS                                                 
3988,CALLE                   ,DE    ,ELVIRA                                          ,261800,4.0,CALLE DE ELVIRA                                                
3989,CALLE                   ,DE    ,ELVIRA BARRIOS                                  ,261900,11.0,CALLE DE ELVIRA BARRIOS                                        
3990,PASAJE                  ,DE LA ,VIRGEN DEL CORO                                 ,261950,15.0,PASAJE DE LA VIRGEN DEL CORO                                   
3991,CALLE                   ,DE    ,EMBAJADORES                                     ,262000,1.0,CALLE DE EMBAJADORES                                           
3992,GLORIETA                ,DE    ,EMBAJADORES                                     ,262100,1.0,GLORIETA DE EMBAJADORES                                        
3993,CALLE                   ,DE    ,EMERENCIANA ZURILLA                             ,262300,9.0,CALLE DE EMERENCIANA ZURILLA                                   
3994,CALLE                   ,DE    ,EMETERIO CASTAÑOS                               ,262500,16.0,CALLE DE EMETERIO CASTAÑOS                                     
3995,CALLE                   ,DE    ,LOS EMIGRANTES                                  ,262550,16.0,CALLE DE LOS EMIGRANTES                                        
3996,CALLE                   ,DE    ,EMILIA                                          ,262600,6.0,CALLE DE EMILIA                                                
3997,CALLE                   ,DE    ,EMILIA BALLESTER                                ,262700,17.0,CALLE DE EMILIA BALLESTER                                      
3998,CALLE                   ,DE    ,EMILIO CAMPION                                  ,263100,5.0,CALLE DE EMILIO CAMPIÓN                                        
3999,CALLE                   ,DE    ,EMILIO CARRERE                                  ,263200,7.0,CALLE DE EMILIO CARRERE                                        
4000,GLORIETA                ,DE    ,EMILIO CASTELAR                                 ,263300,4.0,GLORIETA DE EMILIO CASTELAR                                    
4001,CALLE                   ,DE    ,EMILIO DOMINGUEZ                                ,263400,8.0,CALLE DE EMILIO DOMÍNGUEZ                                      
4002,CALLE                   ,DE    ,EMILIO FERRARI                                  ,263500,15.0,CALLE DE EMILIO FERRARI                                        
4003,CALLE                   ,DE    ,EMILIO GASTESI FERNANDEZ                        ,263600,15.0,CALLE DE EMILIO GASTESI FERNÁNDEZ                              
4004,PLAZA                   ,DE    ,JOSE MORENO VILLA                               ,263650,9.0,PLAZA DE JOSÉ MORENO VILLA                                     
4005,CALLE                   ,DE    ,EMILIO MARIO                                    ,263800,5.0,CALLE DE EMILIO MARIO                                          
4006,CALLE                   ,DE    ,EMILIO MUÑOZ                                    ,263900,20.0,CALLE DE EMILIO MUÑOZ                                          
4007,CALLE                   ,DE    ,EMILIO ORTUÑO                                   ,264000,13.0,CALLE DE EMILIO ORTUÑO                                         
4008,CALLE                   ,DE    ,EMILIO RABOSO                                   ,264100,13.0,CALLE DE EMILIO RABOSO                                         
4009,CALLE                   ,DE    ,EMILIO RUBIN                                    ,264300,15.0,CALLE DE EMILIO RUBÍN                                          
4010,CALLE                   ,DE    ,EMILIO DE LA TEJERA                             ,264400,10.0,CALLE DE EMILIO DE LA TEJERA                                   
4011,CALLE                   ,DE    ,EMILIO VARGAS                                   ,264500,15.0,CALLE DE EMILIO VARGAS                                         
4012,CALLE                   ,      ,EMPEDRADA                                       ,264700,21.0,CALLE EMPEDRADA                                                
4013,PLAZA                   ,DEL   ,EMPERADOR CARLOS V                              ,264800,1.0,PLAZA DEL EMPERADOR CARLOS V                                   
4014,PLAZA                   ,DE LA ,EMPERATRIZ                                      ,264900,11.0,PLAZA DE LA EMPERATRIZ                                         
4015,AVENIDA                 ,DE LA ,EMPERATRIZ ISABEL                               ,265100,11.0,AVENIDA DE LA EMPERATRIZ ISABEL                                
4016,CALLE                   ,DE LAS,ENCAJERAS                                       ,265200,20.0,CALLE DE LAS ENCAJERAS                                         
4017,CALLE                   ,DE LA ,ENCARNACION                                     ,265295,1.0,CALLE DE LA ENCARNACIÓN                                        
4018,PLAZA                   ,DE LA ,ENCARNACION                                     ,265300,1.0,PLAZA DE LA ENCARNACIÓN                                        
4019,CALLE                   ,DE    ,ENCARNACION ANDRES                              ,265400,9.0,CALLE DE ENCARNACIÓN ANDRÉS                                    
4020,CALLE                   ,DE    ,ENCARNACION GONZALEZ                            ,265500,13.0,CALLE DE ENCARNACIÓN GONZÁLEZ                                  
4021,CALLE                   ,DE    ,ENCARNACION OVIOL                               ,265600,17.0,CALLE DE ENCARNACIÓN OVIOL                                     
4022,CALLE                   ,DE    ,LOS ENCIERROS                                   ,265610,12.0,CALLE DE LOS ENCIERROS                                         
4023,CALLE                   ,DE    ,ENCARNACION DEL PINO                            ,265700,17.0,CALLE DE ENCARNACIÓN DEL PINO                                  
4024,CALLE                   ,DE LAS,ENCINAS                                         ,265900,5.0,CALLE DE LAS ENCINAS                                           
4025,CALLE                   ,DE    ,ENCISO                                          ,266000,19.0,CALLE DE ENCISO                                                
4026,CALLE                   ,DE LA ,ENCOMIENDA                                      ,266100,1.0,CALLE DE LA ENCOMIENDA                                         
4027,TRAVESIA                ,DE LA ,ENCOMIENDA                                      ,266200,1.0,TRAVESÍA DE LA ENCOMIENDA                                      
4028,CALLE                   ,DE LA ,ENCOMIENDA DE PALACIOS                          ,266300,14.0,CALLE DE LA ENCOMIENDA DE PALACIOS                             
4029,CALLE                   ,DE LAS,ENDRINAS                                        ,266400,5.0,CALLE DE LAS ENDRINAS                                          
4030,CALLE                   ,DE    ,ENERO                                           ,266500,20.0,CALLE DE ENERO                                                 
4031,CALLE                   ,DE    ,ENRIQUE AGUILAR                                 ,266700,6.0,CALLE DE ENRIQUE AGUILAR                                       
4032,CALLE                   ,DE    ,ENRIQUE BORRAS                                  ,266900,10.0,CALLE DE ENRIQUE BORRÁS                                        
4033,CALLE                   ,DE    ,ENRIQUE D'ALMONTE                               ,267000,4.0,CALLE DE ENRIQUE D'ALMONTE                                     
4034,CALLE                   ,DE    ,ENRIQUE FUENTES                                 ,267100,12.0,CALLE DE ENRIQUE FUENTES                                       
4035,CALLE                   ,DE    ,ENRIQUE GARCIA ALVAREZ                          ,267150,18.0,CALLE DE ENRIQUE GARCÍA ÁLVAREZ                                
4036,CALLE                   ,DE    ,ENRIQUE GRANADOS                                ,267200,10.0,CALLE DE ENRIQUE GRANADOS                                      
4037,CALLE                   ,DE    ,ENRIQUE JARDIEL PONCELA                         ,267350,5.0,CALLE DE ENRIQUE JARDIEL PONCELA                               
4038,CALLE                   ,DE    ,ENRIQUE LARRETA                                 ,267400,5.0,CALLE DE ENRIQUE LARRETA                                       
4039,CALLE                   ,DE    ,ENRIQUE LEYRA                                   ,267500,8.0,CALLE DE ENRIQUE LEYRA                                         
4040,CALLE                   ,DE    ,ENRIQUE LOPEZ                                   ,267600,20.0,CALLE DE ENRIQUE LÓPEZ                                         
4041,CALLE                   ,DE    ,ENRIQUE MARTINEZ                                ,267700,11.0,CALLE DE ENRIQUE MARTÍNEZ                                      
4042,PLAZA                   ,DE    ,ENRIQUE DE MESA                                 ,267750,18.0,PLAZA DE ENRIQUE DE MESA                                       
4043,CALLE                   ,DE    ,ENRIQUE MOYANO                                  ,267800,11.0,CALLE DE ENRIQUE MOYANO                                        
4044,CALLE                   ,DE    ,ENRIQUE DE PRADA                                ,267850,16.0,CALLE DE ENRIQUE DE PRADA                                      
4045,CALLE                   ,DE    ,ENRIQUE RUIZ                                    ,267900,1.0,CALLE DE ENRIQUE RUIZ                                          
4046,CALLE                   ,DE    ,ENRIQUE SIMONIS                                 ,268200,2.0,CALLE DE ENRIQUE SIMONIS                                       
4047,CALLE                   ,DE    ,ENRIQUE TROMPETA                                ,268400,2.0,CALLE DE ENRIQUE TROMPETA                                      
4048,CALLE                   ,DE    ,ENRIQUE VELASCO                                 ,268500,13.0,CALLE DE ENRIQUE VELASCO                                       
4049,PASAJE                  ,DE    ,ENRIQUE VELASCO                                 ,268600,13.0,PASAJE DE ENRIQUE VELASCO                                      
4050,TRAVESIA                ,DE    ,ENRIQUE VELASCO                                 ,268700,13.0,TRAVESÍA DE ENRIQUE VELASCO                                    
4051,CALLE                   ,DE    ,ENRIQUE I                                       ,268800,6.0,CALLE DE ENRIQUE I                                             
4052,PLAZA                   ,DE    ,ENSIDESA                                        ,269100,20.0,PLAZA DE ENSIDESA                                              
4053,CALLE                   ,      ,ENTRE ARROYOS                                   ,269200,14.0,CALLE ENTRE ARROYOS                                            
4054,CALLE                   ,DE    ,ENTRENA                                         ,269300,15.0,CALLE DE ENTRENA                                               
4055,AVENIDA                 ,      ,ENTREVIAS                                       ,269400,13.0,AVENIDA ENTREVÍAS                                              
4056,GLORIETA                ,DE    ,EOLO                                            ,269500,20.0,GLORIETA DE EOLO                                               
4057,CALLE                   ,DE LA ,EPIFANIA                                        ,269600,20.0,CALLE DE LA EPIFANÍA                                           
4058,CALLE                   ,DE    ,LA EPOCA                                        ,269700,11.0,CALLE DE LA ÉPOCA                                              
4059,CALLE                   ,DE LAS,ERAS                                            ,269800,16.0,CALLE DE LAS ERAS                                              
4060,CALLE                   ,DE LAS,ERAS ALTAS                                      ,270000,18.0,CALLE DE LAS ERAS ALTAS                                        
4061,CALLE                   ,DE    ,ERASO                                           ,270100,4.0,CALLE DE ERASO                                                 
4062,CALLE                   ,DE    ,ERCILLA                                         ,270200,2.0,CALLE DE ERCILLA                                               
4063,CALLE                   ,DEL   ,ERESMA                                          ,270300,5.0,CALLE DEL ERESMA                                               
4064,CALLE                   ,DE    ,ERIDANO                                         ,270350,9.0,CALLE DE ERÍDANO                                               
4065,PASEO                   ,DE LA ,ERMITA                                          ,270400,9.0,PASEO DE LA ERMITA                                             
4066,PASEO                   ,DE LA ,ERMITA DEL SANTO                                ,270500,8.0,PASEO DE LA ERMITA DEL SANTO                                   
4067,CALLE                   ,DE    ,ERNESTINA MANUEL DE VILLENA                     ,270600,12.0,CALLE DE ERNESTINA MANUEL DE VILLENA                           
4068,CALLE                   ,DE    ,ERVIGIO                                         ,270700,11.0,CALLE DE ERVIGIO                                               
4069,CALLE                   ,DE    ,LA ESCALA                                       ,270900,13.0,CALLE DE LA ESCALA                                             
4070,CALLE                   ,DE LA ,ESCALERILLA DE PIEDRA                           ,271000,1.0,CALLE DE LA ESCALERILLA DE PIEDRA                              
4071,CALLE                   ,DE LA ,ESCALINATA                                      ,271100,1.0,CALLE DE LA ESCALINATA                                         
4072,CALLE                   ,DE    ,ESCALONA                                        ,271200,10.0,CALLE DE ESCALONA                                              
4073,CALLE                   ,DE    ,ESCALONILLA                                     ,271250,10.0,CALLE DE ESCALONILLA                                           
4074,CALLE                   ,DEL   ,ESCANDON                                        ,271260,17.0,CALLE DEL ESCANDÓN                                             
4075,CALLE                   ,DEL   ,ESCARAMUJO                                      ,271400,6.0,CALLE DEL ESCARAMUJO                                           
4076,CALLE                   ,DE    ,ESCOCIA                                         ,271600,11.0,CALLE DE ESCOCIA                                               
4077,CALLE                   ,DE    ,EL ESCORIAL                                     ,271700,1.0,CALLE DE EL ESCORIAL                                           
4078,CALLE                   ,DE    ,ESCORIAZA                                       ,271750,17.0,CALLE DE ESCORIAZA                                             
4079,CALLE                   ,DEL   ,ESCORPION                                       ,271775,21.0,CALLE DEL ESCORPIÓN                                            
4080,CALLE                   ,DE    ,ESCOSURA                                        ,271800,7.0,CALLE DE ESCOSURA                                              
4081,CALLE                   ,DE LOS,ESCRIBANOS                                      ,271900,17.0,CALLE DE LOS ESCRIBANOS                                        
4082,CALLE                   ,DE LA ,ESCUADRA                                        ,272000,1.0,CALLE DE LA ESCUADRA                                           
4083,CALLE                   ,DEL   ,ESCUADRON                                       ,272100,8.0,CALLE DEL ESCUADRÓN                                            
4084,PASAJE                  ,DEL   ,ESCUDO                                          ,272200,3.0,PASAJE DEL ESCUDO                                              
4085,CALLE                   ,DE LAS,ESCUELAS                                        ,272400,12.0,CALLE DE LAS ESCUELAS                                          
4086,CALLE                   ,DE    ,ESCULANO                                        ,272600,20.0,CALLE DE ESCULANO                                              
4087,CALLE                   ,DE LOS,ESCULTORES                                      ,272700,20.0,CALLE DE LOS ESCULTORES                                        
4088,CALLE                   ,DE LOS,ESENCIEROS                                      ,272800,20.0,CALLE DE LOS ESENCIEROS                                        
4089,CALLE                   ,DE LA ,ESFINGE                                         ,272900,20.0,CALLE DE LA ESFINGE                                            
4090,CALLE                   ,DE LA ,ESGRIMA                                         ,273000,1.0,CALLE DE LA ESGRIMA                                            
4091,CALLE                   ,DE LA ,ESMERALDA                                       ,273200,12.0,CALLE DE LA ESMERALDA                                          
4092,CALLE                   ,DE LA ,ESPADA                                          ,273300,1.0,CALLE DE LA ESPADA                                             
4093,CALLE                   ,DE    ,ESPALTER                                        ,273500,3.0,CALLE DE ESPALTER                                              
4094,PLAZA                   ,DE    ,ESPAÑA                                          ,273600,1.0,PLAZA DE ESPAÑA                                                
4095,PASAJE                  ,DEL   ,ESPAÑOL                                         ,273700,11.0,PASAJE DEL ESPAÑOL                                             
4096,CALLE                   ,DE    ,EL ESPAÑOLETO                                   ,273800,7.0,CALLE DE EL ESPAÑOLETO                                         
4097,CALLE                   ,DE    ,ESPARTA                                         ,273900,20.0,CALLE DE ESPARTA                                               
4098,CALLE                   ,DE    ,ESPARTEROS                                      ,274000,1.0,CALLE DE ESPARTEROS                                            
4099,CALLE                   ,DE    ,ESPARTINAS                                      ,274100,4.0,CALLE DE ESPARTINAS                                            
4100,CALLE                   ,DEL   ,ESPEJO                                          ,274300,1.0,CALLE DEL ESPEJO                                               
4101,CALLE                   ,DE    ,ESPERANZA                                       ,274400,1.0,CALLE DE ESPERANZA                                             
4102,PASEO                   ,DE LA ,ESPERANZA                                       ,274600,2.0,PASEO DE LA ESPERANZA                                          
4103,CALLE                   ,DE    ,ESPERANZA GARCIA                                ,274900,18.0,CALLE DE ESPERANZA GARCÍA                                      
4104,CALLE                   ,DE    ,ESPERANZA MACARENA                              ,275000,17.0,CALLE DE ESPERANZA MACARENA                                    
4105,CALLE                   ,DE    ,ESPERANZA SANCHEZ CARRASCOSA                    ,275100,6.0,CALLE DE ESPERANZA SÁNCHEZ CARRASCOSA                          
4106,CALLE                   ,DE    ,EL ESPINAR                                      ,275200,11.0,CALLE DE EL ESPINAR                                            
4107,AVENIDA                 ,DE LA ,ESPINELA                                        ,275300,17.0,AVENIDA DE LA ESPINELA                                         
4108,CALLE                   ,DEL   ,ESPINO                                          ,275400,1.0,CALLE DEL ESPINO                                               
4109,CALLE                   ,DE LOS,ESPINOS                                         ,275500,9.0,CALLE DE LOS ESPINOS                                           
4110,CALLE                   ,DE LA ,ESPIREA                                         ,275600,16.0,CALLE DE LA ESPIREA                                            
4111,CALLE                   ,DEL   ,ESPIRITU SANTO                                  ,275700,1.0,CALLE DEL ESPÍRITU SANTO                                       
4112,CALLE                   ,DEL   ,ESPLIEGO                                        ,275900,15.0,CALLE DEL ESPLIEGO                                             
4113,CALLE                   ,DE    ,ESPOZ Y MINA                                    ,276100,1.0,CALLE DE ESPOZ Y MINA                                          
4114,CALLE                   ,DE    ,ESPRONCEDA                                      ,276200,7.0,CALLE DE ESPRONCEDA                                            
4115,CALLE                   ,DE    ,ESQUILACHE                                      ,276300,7.0,CALLE DE ESQUILACHE                                            
4116,CALLE                   ,DE    ,ESQUIVEL                                        ,276400,7.0,CALLE DE ESQUIVEL                                              
4117,PLAZA                   ,DE    ,ESQUIVIAS                                       ,276450,8.0,PLAZA DE ESQUIVIAS                                             
4118,CALLE                   ,DE LA ,ESTACION                                        ,276490,10.0,CALLE DE LA ESTACIÓN                                           
4119,AVENIDA                 ,DE LA ,ESTACION                                        ,276600,9.0,AVENIDA DE LA ESTACIÓN                                         
4120,CARRETERA               ,DE LA ,ESTACION                                        ,276900,9.0,CARRETERA DE LA ESTACIÓN                                       
4121,PASEO                   ,DE LA ,ESTACION                                        ,277100,17.0,PASEO DE LA ESTACIÓN                                           
4122,CARRETERA               ,A LA  ,ESTACION DE HORTALEZA                           ,277700,16.0,CARRETERA A LA ESTACIÓN DE HORTALEZA                           
4123,CALLE                   ,DE LA ,ESTAFETA                                        ,278500,12.0,CALLE DE LA ESTAFETA                                           
4124,CALLE                   ,DE    ,ESTANISLAO FIGUERAS                             ,278600,9.0,CALLE DE ESTANISLAO FIGUERAS                                   
4125,CALLE                   ,DE    ,ESTANISLAO GOMEZ                                ,278700,16.0,CALLE DE ESTANISLAO GÓMEZ                                      
4126,CALLE                   ,DEL   ,ESTAÑO                                          ,278825,17.0,CALLE DEL ESTAÑO                                               
4127,PLAZA                   ,DEL   ,ESTE                                            ,279000,1.0,PLAZA DEL ESTE                                                 
4128,CALLE                   ,DE    ,HILARIO PEÑASCO                                 ,279200,20.0,CALLE DE HILARIO PEÑASCO                                       
4129,CALLE                   ,DE    ,ESTEBAN CARROS                                  ,279300,13.0,CALLE DE ESTEBAN CARROS                                        
4130,CALLE                   ,DE    ,ESTEBAN COLLANTES                               ,279500,15.0,CALLE DE ESTEBAN COLLANTES                                     
4131,CALLE                   ,DE    ,ESTEBAN MORA                                    ,279600,15.0,CALLE DE ESTEBAN MORA                                          
4132,CALLE                   ,DE    ,ESTEBAN TERRADAS                                ,279725,5.0,CALLE DE ESTEBAN TERRADAS                                      
4133,CALLE                   ,DE    ,ESTEBANEZ CALDERON                              ,279750,6.0,CALLE DE ESTÉBANEZ CALDERÓN                                    
4134,CALLE                   ,DE    ,ESTEVEZ                                         ,280000,5.0,CALLE DE ESTÉVEZ                                               
4135,CALLE                   ,DE    ,ESTIBALIZ                                       ,280100,16.0,CALLE DE ESTÍBALIZ                                             
4136,CALLE                   ,DEL   ,ESTIGIA                                         ,280200,20.0,CALLE DEL ESTIGIA                                              
4137,CALLE                   ,DE    ,ESTORIL                                         ,280400,11.0,CALLE DE ESTORIL                                               
4138,PASAJE                  ,DE    ,ESTORIL                                         ,280500,11.0,PASAJE DE ESTORIL                                              
4139,PLAZA                   ,DE    ,ESTORIL                                         ,280600,11.0,PLAZA DE ESTORIL                                               
4140,CALLE                   ,DEL   ,ESTRECHO DE COREA                               ,281000,15.0,CALLE DEL ESTRECHO DE COREA                                    
4141,CALLE                   ,DEL   ,ESTRECHO DE GIBRALTAR                           ,281100,15.0,CALLE DEL ESTRECHO DE GIBRALTAR                                
4142,CALLE                   ,DEL   ,ESTRECHO DE MESINA                              ,281200,15.0,CALLE DEL ESTRECHO DE MESINA                                   
4143,CALLE                   ,DEL   ,ESTRECHO DE TORRES                              ,281300,16.0,CALLE DEL ESTRECHO DE TORRES                                   
4144,CALLE                   ,DE LA ,ESTRELLA                                        ,281400,1.0,CALLE DE LA ESTRELLA                                           
4145,CALLE                   ,DE LA ,ESTRELLA POLAR                                  ,281600,3.0,CALLE DE LA ESTRELLA POLAR                                     
4146,CALLE                   ,DEL   ,ESTRONCIO                                       ,281800,17.0,CALLE DEL ESTRONCIO                                            
4147,CALLE                   ,DE LOS,ESTUDIANTES                                     ,281900,9.0,CALLE DE LOS ESTUDIANTES                                       
4148,CALLE                   ,DEL   ,ESTUDIO                                         ,281950,9.0,CALLE DEL ESTUDIO                                              
4149,CALLE                   ,DE LOS,ESTUDIOS                                        ,282000,1.0,CALLE DE LOS ESTUDIOS                                          
4150,CALLE                   ,DEL   ,ETNA                                            ,282100,13.0,CALLE DEL ETNA                                                 
4151,CALLE                   ,DE    ,ETRURIA                                         ,282300,20.0,CALLE DE ETRURIA                                               
4152,CALLE                   ,DE    ,EUGENIA DE MONTIJO                              ,282410,11.0,CALLE DE EUGENIA DE MONTIJO                                    
4153,CALLE                   ,DEL   ,PARQUE EUGENIA DE MONTIJO                       ,282500,11.0,CALLE DEL PARQUE EUGENIA DE MONTIJO                            
4154,CALLE                   ,DE    ,EUGENIO                                         ,282600,6.0,CALLE DE EUGENIO                                               
4155,CALLE                   ,DE    ,EUGENIO CAXES                                   ,282700,12.0,CALLE DE EUGENIO CAXES                                         
4156,CALLE                   ,DE    ,EUGENIO PEREZ                                   ,282900,8.0,CALLE DE EUGENIO PÉREZ                                         
4157,CALLE                   ,DE    ,EUGENIO SALAZAR                                 ,283000,5.0,CALLE DE EUGENIO SALAZAR                                       
4158,CALLE                   ,DE    ,EUGENIO SELLES                                  ,283100,2.0,CALLE DE EUGENIO SELLÉS                                        
4159,CALLE                   ,DE    ,EUGENIO ZUBIA                                   ,283200,13.0,CALLE DE EUGENIO ZUBÍA                                         
4160,CALLE                   ,DE    ,GRANJA DE TORREHERMOSA                          ,283300,10.0,CALLE DE GRANJA DE TORREHERMOSA                                
4161,CALLE                   ,DE    ,EULALIA GIL                                     ,283400,11.0,CALLE DE EULALIA GIL                                           
4162,CALLE                   ,DE    ,EULALIA PAINO                                   ,283500,11.0,CALLE DE EULALIA PAÍNO                                         
4163,CALLE                   ,DE    ,EULOGIO PEDRERO                                 ,283600,18.0,CALLE DE EULOGIO PEDRERO                                       
4164,CALLE                   ,DE    ,EURICO                                          ,283700,11.0,CALLE DE EURICO                                                
4165,PLAZA                   ,DE    ,EURIPIDES                                       ,283800,20.0,PLAZA DE EURÍPIDES                                             
4166,CALLE                   ,DE    ,EUROPA                                          ,283900,5.0,CALLE DE EUROPA                                                
4167,CALLE                   ,DE    ,EUSEBIO BLASCO                                  ,284000,11.0,CALLE DE EUSEBIO BLASCO                                        
4168,CALLE                   ,DE    ,EUSEBIO ISIDRO                                  ,284100,8.0,CALLE DE EUSEBIO ISIDRO                                        
4169,CALLE                   ,DE    ,EUSEBIO MARTINEZ BARONA                         ,284200,15.0,CALLE DE EUSEBIO MARTÍNEZ BARONA                               
4170,CALLE                   ,DE    ,EUSEBIO MORAN                                   ,284300,11.0,CALLE DE EUSEBIO MORÁN                                         
4171,CALLE                   ,DE    ,EUSKALDUNA                                      ,284400,17.0,CALLE DE EUSKALDUNA                                            
4172,CALLE                   ,DE    ,EUSTAQUIO RODRIGUEZ                             ,284500,7.0,CALLE DE EUSTAQUIO RODRÍGUEZ                                   
4173,CALLE                   ,DE LOS,EVANGELIOS                                      ,284700,12.0,CALLE DE LOS EVANGELIOS                                        
4174,CALLE                   ,DE    ,EVARISTO SAN MIGUEL                             ,284900,9.0,CALLE DE EVARISTO SAN MIGUEL                                   
4175,CALLE                   ,DE    ,EVORA                                           ,284950,11.0,CALLE DE ÉVORA                                                 
4176,CALLE                   ,DE LA ,EXPLANADA                                       ,285000,9.0,CALLE DE LA EXPLANADA                                          
4177,CALLE                   ,DE LA ,EXPROPIACION                                    ,285050,12.0,CALLE DE LA EXPROPIACIÓN                                       
