,Codigo de via,Clase de la via,Particula de la via,Nombre de la via,Numero inicial del tramo,Numero final del tramo,Codigo postal
5552,96600,%CALLE%,DE LA ,%BATALLA DEL SALADO%,22,24,28045
5553,96600,%CALLE%,DE LA ,%BATALLA DEL SALADO%,26,36,28045
5554,96600,%CALLE%,DE LA ,%BATALLA DEL SALADO%,38,9998,28045
5555,96700,%CALLE%,DE LA ,%BATALLA DE TORRIJOS%,1,9999,28025
5556,96700,%CALLE%,DE LA ,%BATALLA DE TORRIJOS%,2,9998,28025
5557,96800,%CALLE%,DEL   ,%BATALLON%,1,9999,28048
5558,96800,%CALLE%,DEL   ,%BATALLON%,2,9998,28048
5559,96900,%CALLE%,DEL   ,%BATEL%,1,9999,28042
5560,96900,%CALLE%,DEL   ,%BATEL%,2,9998,28042
5561,97000,%CALLE%,DE LA ,%BAUSA%,1,9999,28033
5562,97000,%CALLE%,DE LA ,%BAUSA%,2,9998,28033
5563,97100,%AVENIDA%,DE    ,%BAVIERA%,1,9999,28028
5564,97100,%AVENIDA%,DE    ,%BAVIERA%,2,9998,28028
5565,97200,%CALLE%,DE    ,%BAYONA%,1,9999,28028
5566,97200,%CALLE%,DE    ,%BAYONA%,2,9998,28028
5567,97300,%CALLE%,DE    ,%BAYUNCA%,1,9999,28033
5568,97300,%CALLE%,DE    ,%BAYUNCA%,2,9998,28033
5569,97350,%CALLE%,DE    ,%BAZA%,1,9999,28042
5570,97350,%CALLE%,DE    ,%BAZA%,2,9998,28042
5571,97600,%PLAZA%,DE LA ,%BEATA MARIA ANA DE JESUS%,1,9999,28045
5572,97600,%PLAZA%,DE LA ,%BEATA MARIA ANA DE JESUS%,2,9998,28045
5573,97800,%TRAVESIA%,DE LAS,%BEATAS%,1,9999,28015
5574,97800,%TRAVESIA%,DE LAS,%BEATAS%,2,9998,28015
5575,97900,%CALLE%,DEL   ,%BEATO BERRIO OCHOA%,1,9999,28027
5576,97900,%CALLE%,DEL   ,%BEATO BERRIO OCHOA%,2,9998,28027
5577,98000,%CALLE%,DE    ,%BEATRIZ DE BOBADILLA%,1,1,28040
5578,98000,%CALLE%,DE    ,%BEATRIZ DE BOBADILLA%,3,7,28040
5579,98000,%CALLE%,DE    ,%BEATRIZ DE BOBADILLA%,9,9,28040
5580,98000,%CALLE%,DE    ,%BEATRIZ DE BOBADILLA%,11,9999,28040
5581,98000,%CALLE%,DE    ,%BEATRIZ DE BOBADILLA%,2,12,28040
5582,98000,%CALLE%,DE    ,%BEATRIZ DE BOBADILLA%,14,9998,28040
5583,98100,%CALLE%,DE    ,%BEATRIZ GALINDO%,1,9999,28005
5584,98100,%CALLE%,DE    ,%BEATRIZ GALINDO%,2,9998,28005
5585,98301,%CALLE%,DEL   ,%RODODENDRO%,1,9999,28023
5586,98301,%CALLE%,DEL   ,%RODODENDRO%,2,9998,28023
5587,98400,%CALLE%,DE LAS,%BEGONIAS%,1,9999,28042
5588,98400,%CALLE%,DE LAS,%BEGONIAS%,2,9998,28042
5589,98500,%CALLE%,DE    ,%BEGO�A%,1,9999,28028
5590,98500,%CALLE%,DE    ,%BEGO�A%,2,9998,28028
5591,98600,%CALLE%,DE    ,%BEIRE%,1,19,28039
5592,98600,%CALLE%,DE    ,%BEIRE%,21,39,28039
5593,98600,%CALLE%,DE    ,%BEIRE%,41,9999,28039
5594,98600,%CALLE%,DE    ,%BEIRE%,2,22,28039
5595,98600,%CALLE%,DE    ,%BEIRE%,24,40,28039
5596,98600,%CALLE%,DE    ,%BEIRE%,42,9998,28039
5597,98700,%CALLE%,DE    ,%BEJAR%,1,9999,28028
5598,98700,%CALLE%,DE    ,%BEJAR%,2,9998,28028
5599,98900,%CALLE%,DE    ,%BELALCAZAR%,1,9999,28006
5600,98900,%CALLE%,DE    ,%BELALCAZAR%,2,9998,28006
5601,99000,%PASAJE%,DE    ,%BELALCAZAR%,1,9999,28006
5602,99000,%PASAJE%,DE    ,%BELALCAZAR%,2,9998,28006
5603,99100,%CALLE%,DE    ,%BELEN%,1,9999,28004
5604,99100,%CALLE%,DE    ,%BELEN%,2,9998,28004
5605,99200,%TRAVESIA%,DE    ,%BELEN%,1,9999,28004
5606,99200,%TRAVESIA%,DE    ,%BELEN%,2,9998,28004
5607,99300,%CALLE%,DEL   ,%BELE�O%,1,9999,28016
5608,99300,%CALLE%,DEL   ,%BELE�O%,2,9998,28016
5609,99400,%CALLE%,DE    ,%BELIANES%,1,9999,28043
5610,99400,%CALLE%,DE    ,%BELIANES%,2,9998,28043
5611,99500,%CALLE%,DE    ,%BELISANA%,1,9999,28043
5612,99500,%CALLE%,DE    ,%BELISANA%,2,9998,28043
5613,99700,%CALLE%,DE    ,%BELLATRIX%,1,9999,28023
5614,99700,%CALLE%,DE    ,%BELLATRIX%,2,9998,28023
5615,99800,%CALLE%,DE LA ,%BELLEZA%,1,9999,28028
5616,99800,%CALLE%,DE LA ,%BELLEZA%,2,9998,28028
5617,100000,%CALLE%,DE    ,%BELLVER%,1,9999,28039
5618,100000,%CALLE%,DE    ,%BELLVER%,2,9998,28039
5619,100100,%TRAVESIA%,DE    ,%BELLVER%,1,9999,28039
5620,100100,%TRAVESIA%,DE    ,%BELLVER%,2,9998,28039
5621,100200,%CALLE%,DE    ,%BELMEZ%,1,9999,28053
5622,100200,%CALLE%,DE    ,%BELMEZ%,2,9998,28053
5623,100400,%CALLE%,DE    ,%BELMONTE DE TAJO%,1,43,28019
5624,100400,%CALLE%,DE    ,%BELMONTE DE TAJO%,45,9999,28019
5625,100400,%CALLE%,DE    ,%BELMONTE DE TAJO%,2,68,28019
5626,100400,%CALLE%,DE    ,%BELMONTE DE TAJO%,70,9998,28019
5627,100500,%CALLE%,DE    ,%BELORADO%,1,9999,28034
5628,100500,%CALLE%,DE    ,%BELORADO%,2,9998,28034
5629,100600,%CALLE%,DE    ,%BELVIS%,1,9999,28010
5630,100600,%CALLE%,DE    ,%BELVIS%,2,9998,28010
5631,100800,%CALLE%,DE    ,%BELVIS DE LA JARA%,1,9999,28025
5632,100800,%CALLE%,DE    ,%BELVIS DE LA JARA%,2,9998,28025
5633,100900,%CALLE%,DE    ,%BELZUNEGUI%,1,9999,28025
5634,100900,%CALLE%,DE    ,%BELZUNEGUI%,2,9998,28025
5635,101000,%CALLE%,DE    ,%BEMBIBRE%,1,9999,28033
5636,101000,%CALLE%,DE    ,%BEMBIBRE%,2,9998,28033
5637,101100,%CALLE%,DE    ,%BENADALID%,1,9999,28018
5638,101100,%CALLE%,DE    ,%BENADALID%,2,9998,28018
5639,101200,%CALLE%,DE    ,%BENALAURIA%,1,9999,28018
5640,101200,%CALLE%,DE    ,%BENALAURIA%,2,9998,28018
5641,101225,%CALLE%,DE    ,%BENALMADENA%,1,9999,28018
5642,101225,%CALLE%,DE    ,%BENALMADENA%,2,9998,28018
5643,101250,%CALLE%,DE    ,%BENAMARGOSA%,1,9999,28018
5644,101250,%CALLE%,DE    ,%BENAMARGOSA%,2,9998,28018
5645,101300,%CALLE%,DE    ,%BENAMEJI%,1,9999,28053
5646,101300,%CALLE%,DE    ,%BENAMEJI%,2,9998,28053
5647,101400,%CALLE%,DE    ,%BENARRABA%,1,9999,28018
5648,101400,%CALLE%,DE    ,%BENARRABA%,2,9998,28018
5649,101600,%CALLE%,DE LA ,%BENDICION DE CAMPOS%,1,9999,28036
5650,101600,%CALLE%,DE LA ,%BENDICION DE CAMPOS%,2,9998,28036
5651,101700,%CALLE%,DE    ,%BENEFICA BELEN%,1,9999,28027
5652,101700,%CALLE%,DE    ,%BENEFICA BELEN%,2,9998,28027
5653,101800,%CALLE%,DE LA ,%BENEFICENCIA%,1,9999,28004
5654,101800,%CALLE%,DE LA ,%BENEFICENCIA%,2,9998,28004
5655,101850,%CALLE%,DE    ,%BENETUSER%,1,9999,28049
5656,101850,%CALLE%,DE    ,%BENETUSER%,2,9998,28049
5657,101855,%CALLE%,DE    ,%BENICARLO%,1,9999,28042
5658,101855,%CALLE%,DE    ,%BENICARLO%,2,9998,28042
5659,102000,%CALLE%,DE    ,%BENICASIM%,1,9999,28011
5660,102000,%CALLE%,DE    ,%BENICASIM%,2,9998,28011
5661,102100,%CALLE%,DE    ,%BENIDORM%,1,3,28017
5662,102100,%CALLE%,DE    ,%BENIDORM%,5,9,28017
5663,102100,%CALLE%,DE    ,%BENIDORM%,11,9999,28017
5664,102100,%CALLE%,DE    ,%BENIDORM%,2,9998,28017
5665,102200,%CALLE%,DE    ,%BENIFAYO%,1,9999,28042
5666,102200,%CALLE%,DE    ,%BENIFAYO%,2,9998,28042
5667,102300,%CALLE%,DE    ,%BENIFERRI%,1,9999,28021
5668,102300,%CALLE%,DE    ,%BENIFERRI%,2,9998,28021
5669,102400,%CALLE%,DE    ,%BENIGNO SOTO%,1,9999,28002
5670,102400,%CALLE%,DE    ,%BENIGNO SOTO%,2,9998,28002
5671,102500,%CALLE%,DE    ,%BENIMAMET%,1,1,28021
5672,102500,%CALLE%,DE    ,%BENIMAMET%,3,9999,28021
5673,102500,%CALLE%,DE    ,%BENIMAMET%,2,12,28021
5674,102500,%CALLE%,DE    ,%BENIMAMET%,14,9998,28021
5675,102700,%CALLE%,DE    ,%BENISODA%,1,9999,28042
5676,102700,%CALLE%,DE    ,%BENISODA%,2,9998,28042
5677,102800,%CALLE%,DE    ,%BENITA AVILA%,1,21,28043
5678,102800,%CALLE%,DE    ,%BENITA AVILA%,23,9999,28043
5679,102800,%CALLE%,DE    ,%BENITA AVILA%,2,28,28043
5680,102800,%CALLE%,DE    ,%BENITA AVILA%,30,9998,28043
5681,102900,%CALLE%,DE    ,%BENITA LOPEZ%,1,17,28021
5682,102900,%CALLE%,DE    ,%BENITA LOPEZ%,19,9999,28021
5683,102900,%CALLE%,DE    ,%BENITA LOPEZ%,2,28,28021
5684,102900,%CALLE%,DE    ,%BENITA LOPEZ%,30,9998,28021
5685,103000,%CALLE%,DE    ,%BENITEZ%,1,9999,28042
5686,103000,%CALLE%,DE    ,%BENITEZ%,2,9998,28042
5687,103200,%CALLE%,DE    ,%BENITO DE CASTRO%,1,9999,28028
5688,103200,%CALLE%,DE    ,%BENITO DE CASTRO%,2,9998,28028
5689,103300,%CALLE%,DE    ,%BENITO GUTIERREZ%,1,9999,28008
5690,103300,%CALLE%,DE    ,%BENITO GUTIERREZ%,2,9998,28008
5691,103350,%CALLE%,DE    ,%BENITO MONFORT%,1,9999,28042
5692,103350,%CALLE%,DE    ,%BENITO MONFORT%,2,9998,28042
5693,103355,%CALLE%,DE    ,%BENITO MU�OZ%,1,9999,28055
5694,103355,%CALLE%,DE    ,%BENITO MU�OZ%,2,9998,28055
5695,103500,%CALLE%,DE    ,%BENITO PRIETO%,1,9999,28019
5696,103500,%CALLE%,DE    ,%BENITO PRIETO%,2,9998,28019
5697,103600,%CALLE%,DE    ,%BENITO VALDERAS%,1,9999,28045
5698,103600,%CALLE%,DE    ,%BENITO VALDERAS%,2,9998,28045
5699,103700,%CALLE%,DE    ,%BENJAMIN%,1,9999,28039
5700,103700,%CALLE%,DE    ,%BENJAMIN%,2,9998,28039
5701,103800,%CALLE%,DE    ,%BENTAIGA%,1,9999,28017
5702,103800,%CALLE%,DE    ,%BENTAIGA%,2,9998,28017
5703,104000,%CALLE%,DE    ,%BERANGO%,1,9999,28023
5704,104000,%CALLE%,DE    ,%BERANGO%,2,9998,28023
5705,104100,%CALLE%,DE    ,%BERASTEGUI%,1,43,28017
5706,104100,%CALLE%,DE    ,%BERASTEGUI%,45,57,28017
5707,104100,%CALLE%,DE    ,%BERASTEGUI%,59,9999,28017
5708,104100,%CALLE%,DE    ,%BERASTEGUI%,2,44,28017
5709,104100,%CALLE%,DE    ,%BERASTEGUI%,46,62,28017
5710,104100,%CALLE%,DE    ,%BERASTEGUI%,64,9998,28017
5711,104300,%CALLE%,DE    ,%BERENISA%,1,29,28023
5712,104300,%CALLE%,DE    ,%BERENISA%,31,9999,28023
5713,104300,%CALLE%,DE    ,%BERENISA%,2,24,28023
5714,104300,%CALLE%,DE    ,%BERENISA%,26,9998,28023
5715,104400,%CALLE%,DE LA ,%BERENJENA%,1,9999,28014
5716,104400,%CALLE%,DE LA ,%BERENJENA%,2,9998,28014
5717,104500,%CALLE%,DEL   ,%BERGANTIN%,1,17,28042
5718,104500,%CALLE%,DEL   ,%BERGANTIN%,19,9999,28042
5719,104500,%CALLE%,DEL   ,%BERGANTIN%,2,24,28042
5720,104500,%CALLE%,DEL   ,%BERGANTIN%,26,9998,28042
5721,104550,%CALLE%,DE    ,%BERLANGA DE DUERO%,1,9999,28033
5722,104550,%CALLE%,DE    ,%BERLANGA DE DUERO%,2,9998,28033
5723,104600,%CALLE%,DE    ,%BERLIN%,1,9999,28028
5724,104600,%CALLE%,DE    ,%BERLIN%,2,9998,28028
5725,104650,%CALLE%,DE    ,%BERMEO%,1,9999,28023
5726,104650,%CALLE%,DE    ,%BERMEO%,2,9998,28023
5727,104800,%CALLE%,DE    ,%BERMUDEZ CA�ETE%,1,9999,28016
5728,104800,%CALLE%,DE    ,%BERMUDEZ CA�ETE%,2,9998,28016
5729,104900,%CALLE%,DE    ,%BERNA%,1,9999,28028
5730,104900,%CALLE%,DE    ,%BERNA%,2,9998,28028
5731,105000,%CALLE%,DE    ,%BERNARDINA ARANGUREN%,1,9999,28025
5732,105000,%CALLE%,DE    ,%BERNARDINA ARANGUREN%,2,9998,28025
5733,105100,%CALLE%,DE    ,%BERNARDINA GARCIA%,1,9999,28047
5734,105100,%CALLE%,DE    ,%BERNARDINA GARCIA%,2,9998,28047
5735,105200,%CALLE%,DE    ,%BERNARDINO DE ANTEQUERA%,1,9999,28026
5736,105200,%CALLE%,DE    ,%BERNARDINO DE ANTEQUERA%,2,9998,28026
5737,105300,%CALLE%,DE    ,%BERNARDINO OBREGON%,1,9999,28012
5738,105300,%CALLE%,DE    ,%BERNARDINO OBREGON%,2,9998,28012
5739,105400,%CALLE%,DE    ,%BERNARDO LOPEZ GARCIA%,1,9999,28015
5740,105400,%CALLE%,DE    ,%BERNARDO LOPEZ GARCIA%,2,9998,28015
5741,105450,%CALLE%,DE    ,%BERNEDO%,1,9999,28022
5742,105450,%CALLE%,DE    ,%BERNEDO%,2,9998,28022
5743,105455,%CALLE%,DE    ,%BERRIO PLANA%,1,9999,28025
5744,105455,%CALLE%,DE    ,%BERRIO PLANA%,2,9998,28025
5745,105600,%CALLE%,DE    ,%BERRUGUETE%,1,29,28039
5746,105600,%CALLE%,DE    ,%BERRUGUETE%,31,55,28039
5747,105600,%CALLE%,DE    ,%BERRUGUETE%,57,9999,28039
5748,105600,%CALLE%,DE    ,%BERRUGUETE%,2,20,28039
5749,105600,%CALLE%,DE    ,%BERRUGUETE%,22,50,28039
5750,105600,%CALLE%,DE    ,%BERRUGUETE%,52,9998,28039
5751,105700,%TRAVESIA%,DE    ,%BERRUGUETE%,1,9999,28039
5752,105700,%TRAVESIA%,DE    ,%BERRUGUETE%,2,9998,28039
5753,105800,%CALLE%,DE    ,%BESOLLA%,1,9999,28025
5754,105800,%CALLE%,DE    ,%BESOLLA%,2,9998,28025
5755,105900,%CALLE%,DE    ,%BETANCUNIA%,1,9999,28017
5756,105900,%CALLE%,DE    ,%BETANCUNIA%,2,9998,28017
5757,106000,%CALLE%,DE    ,%BETANIA%,1,9999,28007
5758,106000,%CALLE%,DE    ,%BETANIA%,2,9998,28007
5759,106100,%AVENIDA%,DE    ,%BETANZOS%,1,17,28029
5760,106100,%AVENIDA%,DE    ,%BETANZOS%,19,41,28029
5761,106100,%AVENIDA%,DE    ,%BETANZOS%,43,51,28029
5762,106100,%AVENIDA%,DE    ,%BETANZOS%,53,75,28029
5763,106100,%AVENIDA%,DE    ,%BETANZOS%,77,9999,28034
5764,106100,%AVENIDA%,DE    ,%BETANZOS%,2,14,28029
5765,106100,%AVENIDA%,DE    ,%BETANZOS%,16,42,28029
5766,106100,%AVENIDA%,DE    ,%BETANZOS%,44,58,28029
5767,106100,%AVENIDA%,DE    ,%BETANZOS%,60,9998,28034
5768,106300,%CALLE%,DE    ,%BIARRITZ%,1,9999,28028
5769,106300,%CALLE%,DE    ,%BIARRITZ%,2,9998,28028
5770,106400,%CALLE%,DEL   ,%BIDASOA%,1,9999,28002
5771,106400,%CALLE%,DEL   ,%BIDASOA%,2,9998,28002
5772,106800,%GLORIETA%,DE    ,%BILBAO%,1,9999,28004
5773,106800,%GLORIETA%,DE    ,%BILBAO%,2,9998,28004
5774,106851,%CALLE%,DE    ,%BINEFAR%,1,9999,28025
5775,106851,%CALLE%,DE    ,%BINEFAR%,2,9998,28025
5776,106900,%CALLE%,DEL   ,%BIOMBO%,1,9999,28013
5777,106900,%CALLE%,DEL   ,%BIOMBO%,2,9998,28013
5778,107000,%PLAZA%,DEL   ,%BIOMBO%,1,9999,28013
5779,107000,%PLAZA%,DEL   ,%BIOMBO%,2,9998,28013
5780,107100,%TRAVESIA%,DEL   ,%BIOMBO%,1,9999,28013
5781,107100,%TRAVESIA%,DEL   ,%BIOMBO%,2,9998,28013
5782,107200,%CALLE%,DE    ,%BIOSCA%,1,9999,28043
5783,107200,%CALLE%,DE    ,%BIOSCA%,2,9998,28043
5784,107300,%CALLE%,DE    ,%BIOTA%,1,9999,28039
5785,107300,%CALLE%,DE    ,%BIOTA%,2,9998,28039
5786,107400,%PASAJE%,DE    ,%LA BISBAL%,1,9999,28028
5787,107400,%PASAJE%,DE    ,%LA BISBAL%,2,9998,28028
5788,107500,%CALLE%,DEL   ,%BISMUTO%,1,9999,28021
5789,107500,%CALLE%,DEL   ,%BISMUTO%,2,9998,28021
5790,107600,%CALLE%,DE LA ,%BISUTERIA%,1,9999,28037
5791,107600,%CALLE%,DE LA ,%BISUTERIA%,2,9998,28037
5792,107800,%CALLE%,DE    ,%BLANCA DE CASTILLA%,1,9999,28023
5793,107800,%CALLE%,DE    ,%BLANCA DE CASTILLA%,2,9998,28023
5794,107900,%CALLE%,DE    ,%BLANCA LUNA%,1,9999,28053
5795,107900,%CALLE%,DE    ,%BLANCA LUNA%,2,9998,28053
5796,108000,%CALLE%,DE    ,%BLANCA DE NAVARRA%,1,9999,28010
5797,108000,%CALLE%,DE    ,%BLANCA DE NAVARRA%,2,9998,28010
5798,108100,%CALLE%,DE    ,%BLANCAFORT%,1,9999,28042
5799,108100,%CALLE%,DE    ,%BLANCAFORT%,2,9998,28042
5800,108200,%CALLE%,DEL   ,%BLANDON%,1,9999,28025
5801,108200,%CALLE%,DEL   ,%BLANDON%,2,9998,28025
5802,108300,%CALLE%,DE    ,%BLANES%,1,9999,28042
5803,108300,%CALLE%,DE    ,%BLANES%,2,9998,28042
5804,108500,%CALLE%,DE    ,%BLASA PEREZ%,1,9999,28019
5805,108500,%CALLE%,DE    ,%BLASA PEREZ%,2,9998,28019
5806,108600,%CALLE%,DE    ,%BLASCO DE GARAY%,1,71,28015
5807,108600,%CALLE%,DE    ,%BLASCO DE GARAY%,73,9999,28003
5808,108600,%CALLE%,DE    ,%BLASCO DE GARAY%,2,92,28015
5809,108600,%CALLE%,DE    ,%BLASCO DE GARAY%,94,9998,28003
5810,108650,%CALLEJON%,DE    ,%BLASCO DE GARAY%,1,9999,28015
5811,108650,%CALLEJON%,DE    ,%BLASCO DE GARAY%,2,9998,28015
5812,108700,%CALLE%,DEL   ,%BLASON%,1,9999,28025
5813,108700,%CALLE%,DEL   ,%BLASON%,2,9998,28025
5814,108800,%CALLE%,DE    ,%BOADA%,1,9999,28038
5815,108800,%CALLE%,DE    ,%BOADA%,2,9998,28038
5816,108900,%CALLE%,DE    ,%BOADILLA DEL MONTE%,1,9999,28019
5817,108900,%CALLE%,DE    ,%BOADILLA DEL MONTE%,2,9998,28019
5818,109000,%CARRETERA%,DE    ,%BOADILLA DEL MONTE%,1,59,28024
5819,109000,%CARRETERA%,DE    ,%BOADILLA DEL MONTE%,61,9999,28024
5820,109000,%CARRETERA%,DE    ,%BOADILLA DEL MONTE%,2,32,28024
5821,109000,%CARRETERA%,DE    ,%BOADILLA DEL MONTE%,34,9998,28024
5822,109300,%CALLE%,DE    ,%BOCANGEL%,1,11,28028
5823,109300,%CALLE%,DE    ,%BOCANGEL%,13,35,28028
5824,109300,%CALLE%,DE    ,%BOCANGEL%,37,9999,28028
5825,109300,%CALLE%,DE    ,%BOCANGEL%,2,16,28028
5826,109300,%CALLE%,DE    ,%BOCANGEL%,18,30,28028
5827,109300,%CALLE%,DE    ,%BOCANGEL%,32,9998,28028
5828,109400,%GLORIETA%,DE    ,%BOCCHERINI%,1,9999,28013
5829,109400,%GLORIETA%,DE    ,%BOCCHERINI%,2,9998,28013
5830,109700,%CALLE%,DE    ,%BOCHALEMA%,1,9999,28033
5831,109700,%CALLE%,DE    ,%BOCHALEMA%,2,9998,28033
5832,109900,%CALLE%,DE    ,%BOECILLO%,1,9999,28043
5833,109900,%CALLE%,DE    ,%BOECILLO%,2,9998,28043
5834,109950,%CALLE%,DE    ,%BOHEMIOS%,1,9999,28041
5835,109950,%CALLE%,DE    ,%BOHEMIOS%,2,4,28041
5836,109950,%CALLE%,DE    ,%BOHEMIOS%,6,9998,28041
5837,110000,%CALLE%,DE    ,%BOHONAL%,1,23,28053
5838,110000,%CALLE%,DE    ,%BOHONAL%,25,9999,28053
5839,110000,%CALLE%,DE    ,%BOHONAL%,2,46,28053
5840,110000,%CALLE%,DE    ,%BOHONAL%,48,9998,28053
5841,110100,%CALLE%,DE    ,%BOIRO%,1,9999,28042
5842,110100,%CALLE%,DE    ,%BOIRO%,2,9998,28042
5843,110200,%CALLE%,DE    ,%BOIX Y MORER%,1,9999,28003
5844,110200,%CALLE%,DE    ,%BOIX Y MORER%,2,9998,28003
5845,110400,%CALLE%,DE LA ,%BOLA%,1,9999,28013
5846,110400,%CALLE%,DE LA ,%BOLA%,2,9998,28013
5847,110500,%CALLE%,DE    ,%BOLA�OS%,1,9999,28053
5848,110500,%CALLE%,DE    ,%BOLA�OS%,2,9998,28053
5849,110600,%CALLE%,DE    ,%BOLARQUE%,1,9999,28023
5850,110600,%CALLE%,DE    ,%BOLARQUE%,2,9998,28023
5851,110700,%CALLE%,DE    ,%BOLDANO%,1,19,28027
5852,110700,%CALLE%,DE    ,%BOLDANO%,21,9999,28027
5853,110700,%CALLE%,DE    ,%BOLDANO%,2,26,28027
5854,110700,%CALLE%,DE    ,%BOLDANO%,28,9998,28027
5855,110800,%CALLE%,DE    ,%BOLIVAR%,1,7,28045
5856,110800,%CALLE%,DE    ,%BOLIVAR%,9,15,28045
5857,110800,%CALLE%,DE    ,%BOLIVAR%,17,9999,28045
5858,110800,%CALLE%,DE    ,%BOLIVAR%,2,14,28045
5859,110800,%CALLE%,DE    ,%BOLIVAR%,16,24,28045
5860,110800,%CALLE%,DE    ,%BOLIVAR%,26,9998,28045
5861,110900,%CALLE%,DE    ,%BOLIVIA%,1,13,28016
5862,110900,%CALLE%,DE    ,%BOLIVIA%,15,9999,28016
5863,110900,%CALLE%,DE    ,%BOLIVIA%,2,30,28016
5864,110900,%CALLE%,DE    ,%BOLIVIA%,32,9998,28016
5865,111000,%CALLE%,DE    ,%BOLONIA%,1,9999,28028
5866,111000,%CALLE%,DE    ,%BOLONIA%,2,9998,28028
5867,111100,%CALLE%,DE LA ,%BOLSA%,1,9999,28012
5868,111100,%CALLE%,DE LA ,%BOLSA%,2,9998,28012
5869,111200,%CALLE%,DE    ,%BOLTA�A%,1,31,28022
5870,111200,%CALLE%,DE    ,%BOLTA�A%,33,9999,28022
5871,111200,%CALLE%,DE    ,%BOLTA�A%,2,78,28022
5872,111200,%CALLE%,DE    ,%BOLTA�A%,80,9998,28022
5873,111600,%CALLE%,DE    ,%BOMBITA%,1,9999,28043
5874,111600,%CALLE%,DE    ,%BOMBITA%,2,9998,28043
5875,111700,%CALLE%,DE LA ,%BONDAD%,1,9999,28028
5876,111700,%CALLE%,DE LA ,%BONDAD%,2,9998,28028
5877,111800,%CALLE%,DEL   ,%BONETERO%,1,9999,28016
5878,111800,%CALLE%,DEL   ,%BONETERO%,2,9998,28016
5879,111900,%CALLE%,DEL   ,%BONETILLO%,1,9999,28013
5880,111900,%CALLE%,DEL   ,%BONETILLO%,2,9998,28013
5881,112000,%AVENIDA%,DE    ,%BONN%,1,17,28028
5882,112000,%AVENIDA%,DE    ,%BONN%,19,9999,28028
5883,112000,%AVENIDA%,DE    ,%BONN%,2,10,28028
5884,112000,%AVENIDA%,DE    ,%BONN%,12,9998,28028
5885,112100,%CALLE%,DE LOS,%BORDADORES%,1,9999,28013
5886,112100,%CALLE%,DE LOS,%BORDADORES%,2,9998,28013
5887,112200,%CALLE%,DE    ,%BORJA%,1,9999,28047
5888,112200,%CALLE%,DE    ,%BORJA%,2,9998,28047
5889,112300,%CALLE%,DE    ,%BORJAS BLANCAS%,1,3,28033
5890,112300,%CALLE%,DE    ,%BORJAS BLANCAS%,5,9999,28033
5891,112300,%CALLE%,DE    ,%BORJAS BLANCAS%,2,14,28033
5892,112300,%CALLE%,DE    ,%BORJAS BLANCAS%,16,9998,28033
5893,112400,%CALLE%,DE    ,%BORMONIA%,1,9999,28037
5894,112400,%CALLE%,DE    ,%BORMONIA%,2,9998,28037
5895,112500,%CALLE%,DE    ,%BORNOS%,1,9999,28042
5896,112500,%CALLE%,DE    ,%BORNOS%,2,9998,28042
5897,112600,%CALLE%,DE    ,%BOROX%,1,9999,28042
5898,112600,%CALLE%,DE    ,%BOROX%,2,9998,28042
5899,113000,%CALLE%,DEL   ,%BOSQUE%,1,9999,28016
5900,113000,%CALLE%,DEL   ,%BOSQUE%,2,9998,28016
5901,113200,%CALLE%,DE    ,%BOSTON%,1,9999,28028
5902,113200,%CALLE%,DE    ,%BOSTON%,2,9998,28028
5903,113210,%PLAZA%,DE    ,%BOSTON%,1,9999,28028
5904,113210,%PLAZA%,DE    ,%BOSTON%,2,9998,28028
5905,113230,%CALLE%,DE LA ,%BOTANICA%,1,9999,28028
5906,113230,%CALLE%,DE LA ,%BOTANICA%,2,9998,28028
5907,113400,%CALLE%,DEL   ,%BOTANICO MUTIS%,1,9999,28026
5908,113400,%CALLE%,DEL   ,%BOTANICO MUTIS%,2,9998,28026
5909,113500,%CALLE%,DE LA ,%BOTICA%,1,9999,28042
5910,113500,%CALLE%,DE LA ,%BOTICA%,2,9998,28042
5911,113501,%CALLE%,DEL   ,%BOTIJO%,1,9999,28023
5912,113501,%CALLE%,DEL   ,%BOTIJO%,2,9998,28023
5913,113600,%CALLE%,DE LAS,%BOTONERAS%,1,9999,28012
5914,113600,%CALLE%,DE LAS,%BOTONERAS%,2,9998,28012
5915,113700,%CALLE%,DE    ,%BOYACA%,1,9999,28033
5916,113700,%CALLE%,DE    ,%BOYACA%,2,9998,28033
5917,113750,%CALLE%,DE    ,%BOYER%,1,9999,28052
5918,113750,%CALLE%,DE    ,%BOYER%,2,9998,28052
5919,113800,%CALLE%,DE    ,%EL BOYERO%,1,9999,28023
5920,113800,%CALLE%,DE    ,%EL BOYERO%,2,9998,28023
5921,113900,%CALLE%,DE LOS,%BRACEROS%,1,9999,28037
5922,113900,%CALLE%,DE LOS,%BRACEROS%,2,9998,28037
5923,114000,%CALLE%,DE    ,%BRAGANZA%,1,9999,28025
5924,114000,%CALLE%,DE    ,%BRAGANZA%,2,9998,28025
5925,114050,%CALLE%,DE    ,%BRAILLE%,1,9999,28034
5926,114050,%CALLE%,DE    ,%BRAILLE%,2,9998,28034
5927,114200,%AVENIDA%,DE    ,%BRASIL%,1,7,28020
5928,114200,%AVENIDA%,DE    ,%BRASIL%,9,19,28020
5929,114200,%AVENIDA%,DE    ,%BRASIL%,21,9999,28020
5930,114200,%AVENIDA%,DE    ,%BRASIL%,2,10,28020
