,Codigo de via,Clase de la via,Particula de la via,Nombre de la via,Numero inicial del tramo,Numero final del tramo,Codigo postal
5931,114200,%AVENIDA%,DE    ,%BRASIL%,12,28,28020
5932,114200,%AVENIDA%,DE    ,%BRASIL%,30,9998,28020
5933,114300,%AVENIDA%,DE    ,%BRASILIA%,1,7,28028
5934,114300,%AVENIDA%,DE    ,%BRASILIA%,9,33,28028
5935,114300,%AVENIDA%,DE    ,%BRASILIA%,35,9999,28028
5936,114300,%AVENIDA%,DE    ,%BRASILIA%,2,9998,28028
5937,114400,%CALLE%,DE    ,%BRAULIO GUTIERREZ%,1,9999,28017
5938,114400,%CALLE%,DE    ,%BRAULIO GUTIERREZ%,2,9998,28017
5939,114600,%CALLE%,DE    ,%BRAVO MURILLO%,1,25,28015
5940,114600,%CALLE%,DE    ,%BRAVO MURILLO%,27,47,28015
5941,114600,%CALLE%,DE    ,%BRAVO MURILLO%,49,49,28003
5942,114600,%CALLE%,DE    ,%BRAVO MURILLO%,51,83,28003
5943,114600,%CALLE%,DE    ,%BRAVO MURILLO%,85,99,28003
5944,114600,%CALLE%,DE    ,%BRAVO MURILLO%,101,229,28020
5945,114600,%CALLE%,DE    ,%BRAVO MURILLO%,231,9999,28020
5946,114600,%CALLE%,DE    ,%BRAVO MURILLO%,2,20,28015
5947,114600,%CALLE%,DE    ,%BRAVO MURILLO%,22,40,28015
5948,114600,%CALLE%,DE    ,%BRAVO MURILLO%,42,42,28003
5949,114600,%CALLE%,DE    ,%BRAVO MURILLO%,44,62,28003
5950,114600,%CALLE%,DE    ,%BRAVO MURILLO%,64,94,28003
5951,114600,%CALLE%,DE    ,%BRAVO MURILLO%,96,280,28020
5952,114600,%CALLE%,DE    ,%BRAVO MURILLO%,282,352,28020
5953,114600,%CALLE%,DE    ,%BRAVO MURILLO%,354,9998,28020
5954,114700,%CALLE%,DE    ,%BREMEN%,1,9999,28028
5955,114700,%CALLE%,DE    ,%BREMEN%,2,9998,28028
5956,114800,%CALLE%,DE    ,%BRE�A%,1,9999,28017
5957,114800,%CALLE%,DE    ,%BRE�A%,2,9998,28017
5958,114900,%CALLE%,DE    ,%BRESCIA%,1,9999,28028
5959,114900,%CALLE%,DE    ,%BRESCIA%,2,9998,28028
5960,115000,%CALLE%,DE    ,%BRETON DE LOS HERREROS%,1,57,28003
5961,115000,%CALLE%,DE    ,%BRETON DE LOS HERREROS%,59,9999,28003
5962,115000,%CALLE%,DE    ,%BRETON DE LOS HERREROS%,2,56,28003
5963,115000,%CALLE%,DE    ,%BRETON DE LOS HERREROS%,58,9998,28003
5964,115100,%CALLE%,DE    ,%BRIGIDA ALONSO%,1,9999,28038
5965,115100,%CALLE%,DE    ,%BRIGIDA ALONSO%,2,9998,28038
5966,115200,%CALLE%,DE    ,%BRIHUEGA%,1,9999,28019
5967,115200,%CALLE%,DE    ,%BRIHUEGA%,2,9998,28019
5968,115300,%TRAVESIA%,DE    ,%BRINGAS%,1,9999,28005
5969,115300,%TRAVESIA%,DE    ,%BRINGAS%,2,9998,28005
5970,115350,%CALLE%,DE    ,%BRIONES%,1,31,28042
5971,115350,%CALLE%,DE    ,%BRIONES%,33,9999,28042
5972,115350,%CALLE%,DE    ,%BRIONES%,2,28,28042
5973,115350,%CALLE%,DE    ,%BRIONES%,30,9998,28042
5974,115500,%CALLE%,DE LA ,%BRISA%,1,9999,28003
5975,115500,%CALLE%,DE LA ,%BRISA%,2,9998,28003
5976,115600,%CALLE%,DE    ,%BRISTOL%,1,9999,28028
5977,115600,%CALLE%,DE    ,%BRISTOL%,2,9998,28028
5978,115800,%CALLE%,DEL   ,%BROCADO%,1,9999,28037
5979,115800,%CALLE%,DEL   ,%BROCADO%,2,9998,28037
5980,115900,%CALLE%,DEL   ,%BRONCE%,1,7,28045
5981,115900,%CALLE%,DEL   ,%BRONCE%,9,9999,28045
5982,115900,%CALLE%,DEL   ,%BRONCE%,2,12,28045
5983,115900,%CALLE%,DEL   ,%BRONCE%,14,9998,28045
5984,116000,%CALLE%,DE    ,%BRUNETE%,1,9999,28048
5985,116000,%CALLE%,DE    ,%BRUNETE%,2,9998,28048
5986,116050,%CALLE%,DE LA ,%NOPALERA%,1,9999,28024
5987,116050,%CALLE%,DE LA ,%NOPALERA%,2,9998,28024
5988,116100,%CALLE%,DE    ,%BRUNO ABUNDEZ%,1,9999,28031
5989,116100,%CALLE%,DE    ,%BRUNO ABUNDEZ%,2,9998,28031
5990,116200,%CALLE%,DE    ,%BRUNO AYLLON%,1,9999,28020
5991,116200,%CALLE%,DE    ,%BRUNO AYLLON%,2,9998,28020
5992,116300,%CALLE%,DE    ,%BRUNO GARCIA%,1,9999,28025
5993,116300,%CALLE%,DE    ,%BRUNO GARCIA%,2,9998,28025
5994,116500,%AVENIDA%,DE    ,%BRUSELAS%,1,41,28028
5995,116500,%AVENIDA%,DE    ,%BRUSELAS%,43,67,28028
5996,116500,%AVENIDA%,DE    ,%BRUSELAS%,69,9999,28028
5997,116500,%AVENIDA%,DE    ,%BRUSELAS%,2,38,28028
5998,116500,%AVENIDA%,DE    ,%BRUSELAS%,40,68,28028
5999,116500,%AVENIDA%,DE    ,%BRUSELAS%,70,9998,28028
6000,116550,%CALLE%,DE    ,%BUBIERCA%,1,9999,28031
6001,116550,%CALLE%,DE    ,%BUBIERCA%,2,9998,28031
6002,116600,%AVENIDA%,DE    ,%BUCARAMANGA%,1,9999,28033
6003,116600,%AVENIDA%,DE    ,%BUCARAMANGA%,2,9998,28033
6004,116700,%CALLE%,DEL   ,%BUEN GOBERNADOR%,1,9999,28027
6005,116700,%CALLE%,DEL   ,%BUEN GOBERNADOR%,2,9998,28027
6006,116900,%CALLE%,DEL   ,%BUEN SUCESO%,1,9999,28008
6007,116900,%CALLE%,DEL   ,%BUEN SUCESO%,2,9998,28008
6008,117000,%CALLE%,DE LA ,%BUENAFUENTE%,1,9999,28023
6009,117000,%CALLE%,DE LA ,%BUENAFUENTE%,2,9998,28023
6010,117200,%CALLE%,DE    ,%BUENAVISTA%,1,23,28012
6011,117200,%CALLE%,DE    ,%BUENAVISTA%,25,9999,28012
6012,117200,%CALLE%,DE    ,%BUENAVISTA%,2,26,28012
6013,117200,%CALLE%,DE    ,%BUENAVISTA%,28,9998,28012
6014,117300,%CALLE%,DE    ,%BUENDIA%,1,9999,28053
6015,117300,%CALLE%,DE    ,%BUENDIA%,2,9998,28053
6016,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,1,11,28038
6017,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,13,27,28018
6018,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,29,65,28018
6019,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,67,83,28018
6020,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,85,9999,28018
6021,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,2,30,28038
6022,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,32,56,28018
6023,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,58,66,28018
6024,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,68,72,28018
6025,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,74,78,28018
6026,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,80,84,28018
6027,117400,%AVENIDA%,DE    ,%BUENOS AIRES%,86,9998,28018
6028,117600,%CALLE%,DE    ,%BUESO PINEDA%,1,31,28043
6029,117600,%CALLE%,DE    ,%BUESO PINEDA%,33,9999,28043
6030,117600,%CALLE%,DE    ,%BUESO PINEDA%,2,26,28043
6031,117600,%CALLE%,DE    ,%BUESO PINEDA%,28,9998,28043
6032,117701,%CALLE%,DE LA ,%GAZANIA%,1,9999,28023
6033,117701,%CALLE%,DE LA ,%GAZANIA%,2,9998,28023
6034,117800,%CALLE%,DE    ,%BUGEDO%,1,9999,28042
6035,117800,%CALLE%,DE    ,%BUGEDO%,2,9998,28042
6036,118000,%CALLE%,DE    ,%BUJALANCE%,1,9999,28011
6037,118000,%CALLE%,DE    ,%BUJALANCE%,2,9998,28011
6038,118100,%CALLE%,DE LA ,%BUJIA%,1,9999,28037
6039,118100,%CALLE%,DE LA ,%BUJIA%,2,9998,28037
6040,118300,%PLAZA%,DE    ,%BURDEOS%,1,9999,28028
6041,118300,%PLAZA%,DE    ,%BURDEOS%,2,9998,28028
6042,118400,%CALLE%,DE    ,%BURETA%,1,25,28042
6043,118400,%CALLE%,DE    ,%BURETA%,27,9999,28042
6044,118400,%CALLE%,DE    ,%BURETA%,2,20,28042
6045,118400,%CALLE%,DE    ,%BURETA%,22,9998,28042
6046,118450,%CALLE%,DE    ,%BURGO DE OSMA%,1,7,28033
6047,118450,%CALLE%,DE    ,%BURGO DE OSMA%,9,9999,28033
6048,118450,%CALLE%,DE    ,%BURGO DE OSMA%,2,12,28033
6049,118450,%CALLE%,DE    ,%BURGO DE OSMA%,14,9998,28033
6050,118475,%CALLE%,DE    ,%BURGOHONDO%,1,9999,28023
6051,118475,%CALLE%,DE    ,%BURGOHONDO%,2,9998,28023
6052,118500,%CALLE%,DE    ,%BURGOS%,1,9999,28039
6053,118500,%CALLE%,DE    ,%BURGOS%,2,9998,28039
6054,118600,%AVENIDA%,DE    ,%BURGOS%,1,9,28036
6055,118600,%AVENIDA%,DE    ,%BURGOS%,11,33,28036
6056,118600,%AVENIDA%,DE    ,%BURGOS%,35,59,28036
6057,118600,%AVENIDA%,DE    ,%BURGOS%,61,9999,28050
6058,118600,%AVENIDA%,DE    ,%BURGOS%,2,6,28036
6059,118600,%AVENIDA%,DE    ,%BURGOS%,8,18,28036
6060,118600,%AVENIDA%,DE    ,%BURGOS%,20,58,28036
6061,118600,%AVENIDA%,DE    ,%BURGOS%,60,9998,28050
6062,118700,%CAMINO%,      ,%VIEJO DE BURGOS%,1,9999,28055
6063,118700,%CAMINO%,      ,%VIEJO DE BURGOS%,2,9998,28055
6064,118800,%CALLE%,DE    ,%BURITICA%,1,9999,28033
6065,118800,%CALLE%,DE    ,%BURITICA%,2,9998,28033
6066,118900,%CALLE%,DE    ,%BURJASOT%,1,9999,28021
6067,118900,%CALLE%,DE    ,%BURJASOT%,2,6,28021
6068,118900,%CALLE%,DE    ,%BURJASOT%,8,10,28021
6069,118900,%CALLE%,DE    ,%BURJASOT%,12,9998,28021
6070,119000,%CALLE%,DE    ,%BURRIANA%,1,9999,28042
6071,119000,%CALLE%,DE    ,%BURRIANA%,2,9998,28042
6072,119100,%CALLE%,DE    ,%BUSACO%,1,9999,28025
6073,119100,%CALLE%,DE    ,%BUSACO%,2,9998,28025
6074,119200,%CALLE%,DE    ,%BUSTAMANTE%,1,9999,28045
6075,119200,%CALLE%,DE    ,%BUSTAMANTE%,2,9998,28045
6076,119300,%CALLE%,DE    ,%BUSTARVIEJO%,1,9999,28020
6077,119300,%CALLE%,DE    ,%BUSTARVIEJO%,2,9998,28020
6078,119400,%CALLE%,DE    ,%BUSTILLO DEL ORO%,1,7,28039
6079,119400,%CALLE%,DE    ,%BUSTILLO DEL ORO%,9,9999,28039
6080,119400,%CALLE%,DE    ,%BUSTILLO DEL ORO%,2,10,28039
6081,119400,%CALLE%,DE    ,%BUSTILLO DEL ORO%,12,9998,28039
6082,119600,%CALLE%,DE    ,%BUSTOS%,1,7,28038
6083,119600,%CALLE%,DE    ,%BUSTOS%,9,9999,28038
6084,119600,%CALLE%,DE    ,%BUSTOS%,2,4,28038
6085,119600,%CALLE%,DE    ,%BUSTOS%,6,9998,28038
6086,119615,%CALLE%,DEL   ,%BUTRON%,1,23,28022
6087,119615,%CALLE%,DEL   ,%BUTRON%,25,9999,28022
6088,119615,%CALLE%,DEL   ,%BUTRON%,2,20,28022
6089,119615,%CALLE%,DEL   ,%BUTRON%,22,9998,28022
6090,120000,%CALLE%,DEL   ,%CABALLERO DE LA BLANCA LUNA%,1,9999,28034
6091,120000,%CALLE%,DEL   ,%CABALLERO DE LA BLANCA LUNA%,2,9998,28034
6092,120100,%CALLE%,DEL   ,%CABALLERO DE GRACIA%,1,9999,28013
6093,120100,%CALLE%,DEL   ,%CABALLERO DE GRACIA%,2,9998,28013
6094,120150,%CALLE%,DEL   ,%CABALLERO DE LOS ESPEJOS%,1,9999,28034
6095,120150,%CALLE%,DEL   ,%CABALLERO DE LOS ESPEJOS%,2,9998,28034
6096,120155,%CALLE%,DE LOS,%CABALLEROS%,1,9999,28048
6097,120155,%CALLE%,DE LOS,%CABALLEROS%,2,9998,28048
6098,120280,%CALLE%,DE LA ,%CABA�A%,1,9999,28031
6099,120280,%CALLE%,DE LA ,%CABA�A%,2,9998,28031
6100,120475,%CALLE%,DE LA ,%CABELLERA DE BERENICE%,1,9999,28023
6101,120475,%CALLE%,DE LA ,%CABELLERA DE BERENICE%,2,9998,28023
6102,120500,%CALLE%,DE    ,%CABELLO LAPIEDRA%,1,9999,28011
6103,120500,%CALLE%,DE    ,%CABELLO LAPIEDRA%,2,9998,28011
6104,120600,%CALLE%,DE LOS,%CABESTREROS%,1,9999,28012
6105,120600,%CALLE%,DE LOS,%CABESTREROS%,2,9998,28012
6106,120700,%TRAVESIA%,DE LOS,%CABESTREROS%,1,9999,28012
6107,120700,%TRAVESIA%,DE LOS,%CABESTREROS%,2,9998,28012
6108,120750,%CAMINO%,DE LOS,%CABESTROS%,1,9999,28052
6109,120750,%CAMINO%,DE LOS,%CABESTROS%,2,9998,28052
6110,120800,%CALLE%,DE LA ,%CABEZA%,1,13,28012
6111,120800,%CALLE%,DE LA ,%CABEZA%,15,9999,28012
6112,120800,%CALLE%,DE LA ,%CABEZA%,2,12,28012
6113,120800,%CALLE%,DE LA ,%CABEZA%,14,9998,28012
6114,120900,%CALLE%,DE    ,%CABEZA GRANDE%,1,9999,28002
6115,120900,%CALLE%,DE    ,%CABEZA GRANDE%,2,9998,28002
6116,121000,%CALLE%,DE    ,%CABEZA DE HIERRO%,1,9999,28035
6117,121000,%CALLE%,DE    ,%CABEZA DE HIERRO%,2,9998,28035
6118,121300,%CALLE%,DE    ,%CABEZA REINA%,1,9999,28002
6119,121300,%CALLE%,DE    ,%CABEZA REINA%,2,9998,28002
6120,121750,%CALLE%,DEL   ,%CABO DE TARIFA%,1,9999,28053
6121,121750,%CALLE%,DEL   ,%CABO DE TARIFA%,2,9998,28053
6122,121800,%CALLE%,DEL   ,%CABO MACHICHACO%,1,9999,28053
6123,121800,%CALLE%,DEL   ,%CABO MACHICHACO%,2,9998,28053
6124,121900,%CALLE%,DEL   ,%CABO NICOLAS MUR%,1,9999,28019
6125,121900,%CALLE%,DEL   ,%CABO NICOLAS MUR%,2,9998,28019
6126,122100,%CALLE%,DEL   ,%CABO SUCESO TERRERO%,1,9999,28019
6127,122100,%CALLE%,DEL   ,%CABO SUCESO TERRERO%,2,9998,28019
6128,122450,%CALLE%,DE    ,%CACABELOS%,1,9999,28055
6129,122450,%CALLE%,DE    ,%CACABELOS%,2,9998,28055
6130,122500,%CALLE%,DE LOS,%CACERE�OS%,1,3,28021
6131,122500,%CALLE%,DE LOS,%CACERE�OS%,5,29,28021
6132,122500,%CALLE%,DE LOS,%CACERE�OS%,31,9999,28021
6133,122500,%CALLE%,DE LOS,%CACERE�OS%,2,10,28021
6134,122500,%CALLE%,DE LOS,%CACERE�OS%,12,40,28021
6135,122500,%CALLE%,DE LOS,%CACERE�OS%,42,9998,28021
6136,122600,%TRAVESIA%,DE LOS,%CACERE�OS%,1,9999,28021
6137,122600,%TRAVESIA%,DE LOS,%CACERE�OS%,2,9998,28021
6138,122700,%CALLE%,DE    ,%CACERES%,1,33,28045
6139,122700,%CALLE%,DE    ,%CACERES%,35,9999,28045
6140,122700,%CALLE%,DE    ,%CACERES%,2,32,28045
6141,122700,%CALLE%,DE    ,%CACERES%,34,9998,28045
6142,122705,%CALLE%,DEL   ,%CACTUS%,1,7,28039
6143,122705,%CALLE%,DEL   ,%CACTUS%,9,21,28039
6144,122705,%CALLE%,DEL   ,%CACTUS%,23,9999,28039
6145,122705,%CALLE%,DEL   ,%CACTUS%,2,14,28039
6146,122705,%CALLE%,DEL   ,%CACTUS%,16,22,28039
6147,122705,%CALLE%,DEL   ,%CACTUS%,24,9998,28039
6148,122800,%CALLE%,DEL   ,%CACHERO%,1,9999,28053
6149,122800,%CALLE%,DEL   ,%CACHERO%,2,9998,28053
6150,122850,%CALLE%,DE    ,%CACHIRA%,1,9999,28033
6151,122850,%CALLE%,DE    ,%CACHIRA%,2,9998,28033
6152,122950,%CALLE%,DE    ,%CADALSO DE LOS VIDRIOS%,1,9999,28035
6153,122950,%CALLE%,DE    ,%CADALSO DE LOS VIDRIOS%,2,9998,28035
6154,123100,%CALLE%,DE    ,%CADARSO%,1,9999,28008
6155,123100,%CALLE%,DE    ,%CADARSO%,2,9998,28008
6156,123200,%CALLE%,DEL   ,%CADETE JULIO LLOMPART%,1,9999,28019
6157,123200,%CALLE%,DEL   ,%CADETE JULIO LLOMPART%,2,9998,28019
6158,123300,%CALLE%,DE    ,%CADIZ%,1,9999,28012
6159,123300,%CALLE%,DE    ,%CADIZ%,2,9998,28012
6160,123400,%CALLE%,DEL   ,%CAFETO%,1,9999,28007
6161,123400,%CALLE%,DEL   ,%CAFETO%,2,9998,28007
6162,123600,%CALLE%,DEL   ,%MEMORIAL 11 DE MARZO DE 2004%,1,9999,28016
6163,123600,%CALLE%,DEL   ,%MEMORIAL 11 DE MARZO DE 2004%,2,9998,28016
6164,123700,%PASAJE%,DE LA ,%CAJA DE AHORROS%,1,9999,28013
6165,123700,%PASAJE%,DE LA ,%CAJA DE AHORROS%,2,9998,28013
6166,123800,%CALLE%,DE LA ,%CAL%,1,9999,28041
6167,123800,%CALLE%,DE LA ,%CAL%,2,9998,28041
6168,123850,%RONDA%,DE    ,%CALA BASA%,1,9999,28043
6169,123850,%RONDA%,DE    ,%CALA BASA%,2,9998,28043
6170,123900,%CALLE%,DE    ,%CALAHORRA%,1,19,28032
6171,123900,%CALLE%,DE    ,%CALAHORRA%,21,9999,28032
6172,123900,%CALLE%,DE    ,%CALAHORRA%,2,40,28032
6173,123900,%CALLE%,DE    ,%CALAHORRA%,42,126,28032
6174,123900,%CALLE%,DE    ,%CALAHORRA%,128,9998,28032
6175,124000,%CALLE%,DE LA ,%CALAMINA%,1,9999,28021
6176,124000,%CALLE%,DE LA ,%CALAMINA%,2,9998,28021
6177,124100,%CALLE%,DE    ,%CALAMOCHA%,1,9999,28021
6178,124100,%CALLE%,DE    ,%CALAMOCHA%,2,9998,28021
6179,124200,%CALLE%,DEL   ,%CALAMON%,1,9999,28024
6180,124200,%CALLE%,DEL   ,%CALAMON%,2,9998,28024
6181,124250,%CALLE%,DE    ,%CALANDA%,1,9999,28043
6182,124250,%CALLE%,DE    ,%CALANDA%,2,9998,28043
6183,124276,%CALLE%,DE LA ,%CALANDRIA%,1,9999,28023
6184,124276,%CALLE%,DE LA ,%CALANDRIA%,2,9998,28023
6185,124300,%CALLE%,DE LAS,%CALAS%,1,9999,28016
6186,124300,%CALLE%,DE LAS,%CALAS%,2,9998,28016
6187,124400,%CALLE%,DE    ,%CALASPARRA%,1,9999,28033
6188,124400,%CALLE%,DE    ,%CALASPARRA%,2,9998,28033
6189,124500,%CALLE%,DE    ,%CALATAYUD%,1,9999,28011
6190,124500,%CALLE%,DE    ,%CALATAYUD%,2,9998,28011
6191,124550,%CALLE%,DE    ,%CALATORAO%,1,9999,28022
6192,124550,%CALLE%,DE    ,%CALATORAO%,2,9998,28022
6193,124600,%CALLE%,DE    ,%CALATRAVA%,1,9999,28005
6194,124600,%CALLE%,DE    ,%CALATRAVA%,2,9998,28005
6195,124675,%CALLE%,DEL   ,%CALCIO%,1,9999,28021
6196,124675,%CALLE%,DEL   ,%CALCIO%,2,9998,28021
6197,124700,%CALLE%,DE LA ,%CALCOGRAFIA%,1,9999,28007
6198,124700,%CALLE%,DE LA ,%CALCOGRAFIA%,2,9998,28007
6199,124800,%CALLE%,DE LA ,%CALDERA%,1,9999,28042
6200,124800,%CALLE%,DE LA ,%CALDERA%,2,9998,28042
6201,124900,%CALLE%,DE LA ,%CALDERERIA%,1,9999,28037
6202,124900,%CALLE%,DE LA ,%CALDERERIA%,2,9998,28037
6203,125100,%CALLE%,DE    ,%CALDERON DE LA BARCA%,1,9999,28013
6204,125100,%CALLE%,DE    ,%CALDERON DE LA BARCA%,2,9998,28013
6205,125200,%CALLE%,DE LAS,%CALERAS%,1,9999,28002
6206,125200,%CALLE%,DE LAS,%CALERAS%,2,9998,28002
6207,125300,%CALLE%,DE    ,%CALERO PITA%,1,9999,28053
6208,125300,%CALLE%,DE    ,%CALERO PITA%,2,9998,28053
6209,125450,%CALLE%,DE    ,%CALERUEGA%,1,61,28033
6210,125450,%CALLE%,DE    ,%CALERUEGA%,63,9999,28033
6211,125450,%CALLE%,DE    ,%CALERUEGA%,2,20,28033
6212,125450,%CALLE%,DE    ,%CALERUEGA%,22,62,28033
6213,125450,%CALLE%,DE    ,%CALERUEGA%,64,9998,28033
6214,125500,%CALLE%,DE LAS,%CALESAS%,1,9999,28026
6215,125500,%CALLE%,DE LAS,%CALESAS%,2,9998,28026
6216,125550,%CALLE%,DE    ,%CALI%,1,9999,28033
6217,125550,%CALLE%,DE    ,%CALI%,2,9998,28033
6218,125600,%PLAZA%,DEL   ,%CALICANTO%,1,9999,28029
6219,125600,%PLAZA%,DEL   ,%CALICANTO%,2,9998,28029
6220,125700,%CALLE%,DE    ,%CALIDON%,1,9999,28043
6221,125700,%CALLE%,DE    ,%CALIDON%,2,9998,28043
6222,125900,%PLAZA%,DEL   ,%CALLAO%,1,9999,28013
6223,125900,%PLAZA%,DEL   ,%CALLAO%,2,9998,28013
6224,126000,%CALLE%,DE    ,%CALLEJO%,1,9999,28053
6225,126000,%CALLE%,DE    ,%CALLEJO%,2,9998,28053
6226,126300,%CALLE%,DEL   ,%CALVARIO%,1,9999,28012
6227,126300,%CALLE%,DEL   ,%CALVARIO%,2,9998,28012
6228,126400,%CALLE%,DE    ,%CALVO ASENSIO%,1,9999,28015
6229,126400,%CALLE%,DE    ,%CALVO ASENSIO%,2,9998,28015
6230,126600,%CALLE%,DE    ,%CALVO SOTELO%,1,9999,28023
6231,126600,%CALLE%,DE    ,%CALVO SOTELO%,2,9998,28023
6232,126800,%CALLE%,DE    ,%CAMARAS%,1,9999,28034
6233,126800,%CALLE%,DE    ,%CAMARAS%,2,9998,28034
6234,126900,%CALLE%,DE    ,%CAMARENA%,1,111,28047
6235,126900,%CALLE%,DE    ,%CAMARENA%,113,205,28047
6236,126900,%CALLE%,DE    ,%CAMARENA%,207,9999,28047
6237,126900,%CALLE%,DE    ,%CAMARENA%,2,110,28047
6238,126900,%CALLE%,DE    ,%CAMARENA%,112,118,28047
6239,126900,%CALLE%,DE    ,%CAMARENA%,120,136,28047
6240,126900,%CALLE%,DE    ,%CAMARENA%,138,148,28047
6241,126900,%CALLE%,DE    ,%CAMARENA%,150,184,28047
6242,126900,%CALLE%,DE    ,%CAMARENA%,186,196,28047
6243,126900,%CALLE%,DE    ,%CAMARENA%,198,218,28047
6244,126900,%CALLE%,DE    ,%CAMARENA%,220,224,28047
6245,126900,%CALLE%,DE    ,%CAMARENA%,226,254,28047
6246,126900,%CALLE%,DE    ,%CAMARENA%,256,318,28047
6247,126900,%CALLE%,DE    ,%CAMARENA%,320,9998,28047
6248,127000,%CALLE%,DE    ,%CAMARILLAS%,1,9999,28042
6249,127000,%CALLE%,DE    ,%CAMARILLAS%,2,9998,28042
6250,127200,%CALLE%,DE    ,%CAMARINES%,1,9999,28023
6251,127200,%CALLE%,DE    ,%CAMARINES%,2,9998,28023
6252,127300,%PASAJE%,DE    ,%CAMARMA DE ESTERUELAS%,1,9999,28002
6253,127300,%PASAJE%,DE    ,%CAMARMA DE ESTERUELAS%,2,9998,28002
6254,127350,%CALLE%,DE    ,%CAMBADOS%,1,9999,28055
6255,127350,%CALLE%,DE    ,%CAMBADOS%,2,9998,28055
6256,127400,%CALLE%,DE    ,%CAMBRIJAS%,1,9999,28044
6257,127400,%CALLE%,DE    ,%CAMBRIJAS%,2,9998,28044
6258,127500,%CALLE%,DE    ,%CAMBRILS%,1,9999,28034
6259,127500,%CALLE%,DE    ,%CAMBRILS%,2,9998,28034
6260,127700,%CALLE%,DE LAS,%CAMELIAS%,1,9999,28042
6261,127700,%CALLE%,DE LAS,%CAMELIAS%,2,9998,28042
6262,127800,%CALLE%,DE    ,%CAMICHI%,1,29,28025
6263,127800,%CALLE%,DE    ,%CAMICHI%,31,9999,28025
6264,127800,%CALLE%,DE    ,%CAMICHI%,2,26,28025
6265,127800,%CALLE%,DE    ,%CAMICHI%,28,9998,28025
6266,127875,%CALLE%,DEL   ,%CAMINO VIEJO DE VILLAVERDE%,1,9,28041
6267,127875,%CALLE%,DEL   ,%CAMINO VIEJO DE VILLAVERDE%,11,9999,28041
6268,127875,%CALLE%,DEL   ,%CAMINO VIEJO DE VILLAVERDE%,2,26,28041
6269,127875,%CALLE%,DEL   ,%CAMINO VIEJO DE VILLAVERDE%,28,9998,28041
6270,127880,%CALLE%,DE LOS,%CAMINOS%,1,9999,28043
6271,127880,%CALLE%,DE LOS,%CAMINOS%,2,9998,28043
6272,128100,%PLAZA%,DE    ,%CAMORRITOS%,1,9999,28027
6273,128100,%PLAZA%,DE    ,%CAMORRITOS%,2,9998,28027
6274,128300,%CALLE%,DEL   ,%CAMPANAR%,1,7,28028
6275,128300,%CALLE%,DEL   ,%CAMPANAR%,9,9999,28028
6276,128300,%CALLE%,DEL   ,%CAMPANAR%,2,12,28028
6277,128300,%CALLE%,DEL   ,%CAMPANAR%,14,9998,28028
6278,128400,%GLORIETA%,DEL   ,%CAMPANAR%,1,9999,28028
6279,128400,%GLORIETA%,DEL   ,%CAMPANAR%,2,9998,28028
6280,128600,%CALLE%,DE LAS,%CAMPANILLAS%,1,9999,28002
6281,128600,%CALLE%,DE LAS,%CAMPANILLAS%,2,9998,28002
6282,128700,%CALLE%,DE LA ,%CAMPA�A%,1,9999,28048
6283,128700,%CALLE%,DE LA ,%CAMPA�A%,2,9998,28048
6284,128800,%CALLE%,DE    ,%CAMPASPERO%,1,9999,28043
6285,128800,%CALLE%,DE    ,%CAMPASPERO%,2,9998,28043
6286,128850,%CALLE%,DE    ,%CAMPEZO%,1,7,28022
6287,128850,%CALLE%,DE    ,%CAMPEZO%,9,9999,28022
6288,128850,%CALLE%,DE    ,%CAMPEZO%,2,12,28022
6289,128850,%CALLE%,DE    ,%CAMPEZO%,14,9998,28022
6290,128900,%CALLE%,DEL   ,%CAMPILLO%,1,9999,28011
6291,128900,%CALLE%,DEL   ,%CAMPILLO%,2,9998,28011
6292,129000,%PLAZA%,DEL   ,%CAMPILLO DEL MUNDO NUEVO%,1,9999,28005
6293,129000,%PLAZA%,DEL   ,%CAMPILLO DEL MUNDO NUEVO%,2,9998,28005
6294,129100,%CALLE%,DE LA ,%CAMPI�A%,1,9999,28053
6295,129100,%CALLE%,DE LA ,%CAMPI�A%,2,9998,28053
6296,129251,%RONDA%,DEL   ,%TREN%,1,9999,28023
6297,129251,%RONDA%,DEL   ,%TREN%,2,9998,28023
6298,129300,%PLAZA%,DEL   ,%CAMPO DE CRIPTANA%,1,9999,28026
6299,129300,%PLAZA%,DEL   ,%CAMPO DE CRIPTANA%,2,9998,28026
6300,129450,%CALLE%,DEL   ,%CAMPO DE LA PALOMA%,1,9999,28018
6301,129450,%CALLE%,DEL   ,%CAMPO DE LA PALOMA%,2,9998,28018
6302,129500,%CALLE%,DEL   ,%CAMPO FLORIDO%,1,9999,28024
6303,129500,%CALLE%,DEL   ,%CAMPO FLORIDO%,2,9998,28024
