Codigo de via;Clase de la via;Particula de la via;Nombre de la via;Tipo de tramo ;Nombre de la aproximacion;Numero inicial del tramo;Calificador del numero inicial del tramo;Numero final del tramo;Calificador del numero final del tramo;Codigo postal;Seccion de carteria
594800;CALLE                   ;DE    ;PINILLA DEL VALLE                               ;impar;NUM;1;  ;9999;  ;28002;N/D
594800;CALLE                   ;DE    ;PINILLA DEL VALLE                               ;par  ;NUM;2;  ;9998;  ;28002;N/D
595100;PASEO                   ;DE LOS;PINOS                                           ;impar;NUM;1;  ;9999;  ;28005;N/D
595100;PASEO                   ;DE LOS;PINOS                                           ;par  ;NUM;2;  ;9998;  ;28005;N/D
595200;CALLE                   ;DE    ;PINOS ALTA                                      ;impar;NUM;1;  ;59;  ;28029;N/D
595200;CALLE                   ;DE    ;PINOS ALTA                                      ;impar;NUM;61;  ;95;  ;28029;N/D
595200;CALLE                   ;DE    ;PINOS ALTA                                      ;impar;NUM;97;  ;9999;  ;28029;N/D
595200;CALLE                   ;DE    ;PINOS ALTA                                      ;par  ;NUM;2;  ;44;  ;28029;N/D
595200;CALLE                   ;DE    ;PINOS ALTA                                      ;par  ;NUM;46;  ;90;  ;28029;N/D
595200;CALLE                   ;DE    ;PINOS ALTA                                      ;par  ;NUM;92;  ;9998;  ;28029;N/D
595300;TRAVESIA                ;DE    ;PINOS ALTA                                      ;impar;NUM;1;  ;9999;  ;28029;N/D
595300;TRAVESIA                ;DE    ;PINOS ALTA                                      ;par  ;NUM;2;  ;9998;  ;28029;N/D
595400;CALLE                   ;DE    ;PINOS BAJA                                      ;impar;NUM;1;  ;53;  ;28029;N/D
595400;CALLE                   ;DE    ;PINOS BAJA                                      ;impar;NUM;55;  ;77;  ;28029;N/D
595400;CALLE                   ;DE    ;PINOS BAJA                                      ;impar;NUM;79;  ;9999;  ;28029;N/D
595400;CALLE                   ;DE    ;PINOS BAJA                                      ;par  ;NUM;2;  ;62;  ;28029;N/D
595400;CALLE                   ;DE    ;PINOS BAJA                                      ;par  ;NUM;64;  ;92;  ;28029;N/D
595400;CALLE                   ;DE    ;PINOS BAJA                                      ;par  ;NUM;94;  ;9998;  ;28029;N/D
595450;CALLE                   ;DE LOS;PINOS DE OSUNA                                  ;impar;NUM;1;  ;9999;  ;28042;N/D
595450;CALLE                   ;DE LOS;PINOS DE OSUNA                                  ;par  ;NUM;2;  ;9998;  ;28042;N/D
595800;CALLE                   ;DEL   ;PINTOR BRENES                                   ;impar;NUM;1;  ;9999;  ;28043;N/D
595800;CALLE                   ;DEL   ;PINTOR BRENES                                   ;par  ;NUM;2;  ;9998;  ;28043;N/D
595825;CALLE                   ;DEL   ;PINTOR DOMINGUEZ                                ;impar;NUM;1;  ;9999;  ;28028;N/D
595825;CALLE                   ;DEL   ;PINTOR DOMINGUEZ                                ;par  ;NUM;2;  ;9998;  ;28028;N/D
595850;CALLE                   ;DEL   ;PINTOR JUAN GRIS                                ;impar;NUM;1;  ;9999;  ;28020;N/D
595850;CALLE                   ;DEL   ;PINTOR JUAN GRIS                                ;par  ;NUM;2;  ;9998;  ;28020;N/D
595900;PLAZA                   ;DEL   ;PINTOR LUCAS                                    ;impar;NUM;1;  ;9999;  ;28026;N/D
595900;PLAZA                   ;DEL   ;PINTOR LUCAS                                    ;par  ;NUM;2;  ;9998;  ;28026;N/D
596000;CALLE                   ;DEL   ;PINTOR MORENO CARBONERO                         ;impar;NUM;1;  ;9999;  ;28028;N/D
596000;CALLE                   ;DEL   ;PINTOR MORENO CARBONERO                         ;par  ;NUM;2;  ;9998;  ;28028;N/D
596200;CALLE                   ;DEL   ;PINTOR RIBERA                                   ;impar;NUM;1;  ;9999;  ;28016;N/D
596200;CALLE                   ;DEL   ;PINTOR RIBERA                                   ;par  ;NUM;2;  ;9998;  ;28016;N/D
596300;PASEO                   ;DEL   ;PINTOR ROSALES                                  ;impar;NUM;1;  ;1;  ;28008;N/D
596300;PASEO                   ;DEL   ;PINTOR ROSALES                                  ;impar;NUM;3;  ;9999;  ;28008;N/D
596300;PASEO                   ;DEL   ;PINTOR ROSALES                                  ;par  ;NUM;2;  ;14;  ;28008;N/D
596300;PASEO                   ;DEL   ;PINTOR ROSALES                                  ;par  ;NUM;16;  ;9998;  ;28008;N/D
596400;CALLE                   ;DEL   ;PINTOR SOROLLA                                  ;impar;NUM;1;  ;9999;  ;28053;N/D
596400;CALLE                   ;DEL   ;PINTOR SOROLLA                                  ;par  ;NUM;2;  ;9998;  ;28053;N/D
596500;GLORIETA                ;DEL   ;PINTOR SOROLLA                                  ;impar;NUM;1;  ;1;  ;28010;N/D
596500;GLORIETA                ;DEL   ;PINTOR SOROLLA                                  ;impar;NUM;3;  ;9999;  ;28010;N/D
596500;GLORIETA                ;DEL   ;PINTOR SOROLLA                                  ;par  ;NUM;2;  ;2;  ;28010;N/D
596500;GLORIETA                ;DEL   ;PINTOR SOROLLA                                  ;par  ;NUM;4;  ;9998;  ;28010;N/D
596600;CALLE                   ;DE LOS;PINTORES                                        ;impar;NUM;1;  ;9999;  ;28037;N/D
596600;CALLE                   ;DE LOS;PINTORES                                        ;par  ;NUM;2;  ;9998;  ;28037;N/D
596700;CALLE                   ;DEL   ;PINZON                                          ;impar;NUM;1;  ;13;  ;28025;N/D
596700;CALLE                   ;DEL   ;PINZON                                          ;impar;NUM;15;  ;37;  ;28025;N/D
596700;CALLE                   ;DEL   ;PINZON                                          ;impar;NUM;39;  ;9999;  ;28025;N/D
596700;CALLE                   ;DEL   ;PINZON                                          ;par  ;NUM;2;  ;10;  ;28025;N/D
596700;CALLE                   ;DEL   ;PINZON                                          ;par  ;NUM;12;  ;36;  ;28025;N/D
596700;CALLE                   ;DEL   ;PINZON                                          ;par  ;NUM;38;  ;40;  ;28025;N/D
596700;CALLE                   ;DEL   ;PINZON                                          ;par  ;NUM;42;  ;9998;  ;28025;N/D
596750;TRAVESIA                ;DEL   ;PINZON                                          ;impar;NUM;1;  ;9999;  ;28025;N/D
596750;TRAVESIA                ;DEL   ;PINZON                                          ;par  ;NUM;2;  ;9998;  ;28025;N/D
596800;CALLE                   ;DE LA ;PIÑA                                            ;impar;NUM;1;  ;9999;  ;28044;N/D
596800;CALLE                   ;DE LA ;PIÑA                                            ;par  ;NUM;2;  ;9998;  ;28044;N/D
596850;CALLE                   ;DE    ;PIO BAROJA                                      ;impar;NUM;1;  ;1;  ;28009;N/D
596850;CALLE                   ;DE    ;PIO BAROJA                                      ;impar;NUM;3;  ;9999;  ;28009;N/D
596850;CALLE                   ;DE    ;PIO BAROJA                                      ;par  ;NUM;2;  ;2;  ;28009;N/D
596850;CALLE                   ;DE    ;PIO BAROJA                                      ;par  ;NUM;4;  ;9998;  ;28009;N/D
597000;CALLE                   ;DE    ;PIO FELIPE                                      ;impar;NUM;1;  ;9999;  ;28038;N/D
597000;CALLE                   ;DE    ;PIO FELIPE                                      ;par  ;NUM;2;  ;26;  ;28038;N/D
597000;CALLE                   ;DE    ;PIO FELIPE                                      ;par  ;NUM;28;  ;9998;  ;28038;N/D
597200;AVENIDA                 ;DE    ;PIO XII                                         ;impar;NUM;1;  ;61;  ;28016;N/D
597200;AVENIDA                 ;DE    ;PIO XII                                         ;impar;NUM;63;  ;81;  ;28016;N/D
597200;AVENIDA                 ;DE    ;PIO XII                                         ;impar;NUM;83;  ;93;  ;28036;N/D
597200;AVENIDA                 ;DE    ;PIO XII                                         ;impar;NUM;95;  ;9999;  ;28036;N/D
597200;AVENIDA                 ;DE    ;PIO XII                                         ;par  ;NUM;2;  ;34;  ;28016;N/D
597200;AVENIDA                 ;DE    ;PIO XII                                         ;par  ;NUM;36;  ;66;  ;28016;N/D
597200;AVENIDA                 ;DE    ;PIO XII                                         ;par  ;NUM;68;  ;98;  ;28036;N/D
597200;AVENIDA                 ;DE    ;PIO XII                                         ;par  ;NUM;100;  ;9998;  ;28036;N/D
597275;CALLE                   ;DE    ;PIQUEÑAS                                        ;impar;NUM;1;  ;9999;  ;28044;N/D
597275;CALLE                   ;DE    ;PIQUEÑAS                                        ;par  ;NUM;2;  ;9998;  ;28044;N/D
597500;CALLE                   ;DE    ;PIQUER                                          ;impar;NUM;1;  ;9999;  ;28033;N/D
597500;CALLE                   ;DE    ;PIQUER                                          ;par  ;NUM;2;  ;9998;  ;28033;N/D
597700;GLORIETA                ;DE LAS;PIRAMIDES                                       ;impar;NUM;1;  ;9999;  ;28005;N/D
597700;GLORIETA                ;DE LAS;PIRAMIDES                                       ;par  ;NUM;2;  ;9998;  ;28005;N/D
597800;CALLE                   ;DE LOS;PIRINEOS                                        ;impar;NUM;1;  ;9999;  ;28040;N/D
597800;CALLE                   ;DE LOS;PIRINEOS                                        ;par  ;NUM;2;  ;9998;  ;28040;N/D
597900;CALLE                   ;DE LA ;PIRITA                                          ;impar;NUM;1;  ;9999;  ;28041;N/D
597900;CALLE                   ;DE LA ;PIRITA                                          ;par  ;NUM;2;  ;9998;  ;28041;N/D
598090;CALLE                   ;DE LA ;PIROTECNIA                                      ;impar;NUM;1;  ;9999;  ;28052;N/D
598090;CALLE                   ;DE LA ;PIROTECNIA                                      ;par  ;NUM;2;  ;9998;  ;28052;N/D
598095;CALLE                   ;DE    ;PISCIS                                          ;impar;NUM;1;  ;9999;  ;28007;N/D
598095;CALLE                   ;DE    ;PISCIS                                          ;par  ;NUM;2;  ;9998;  ;28007;N/D
598100;CALLE                   ;DEL   ;PISUERGA                                        ;impar;NUM;1;  ;9999;  ;28002;N/D
598100;CALLE                   ;DEL   ;PISUERGA                                        ;par  ;NUM;2;  ;9998;  ;28002;N/D
598150;CALLE                   ;DE    ;PITAGORAS                                       ;impar;NUM;1;  ;9999;  ;28022;N/D
598150;CALLE                   ;DE    ;PITAGORAS                                       ;par  ;NUM;2;  ;9998;  ;28022;N/D
598300;CALLE                   ;DE    ;PIVIJAY                                         ;impar;NUM;1;  ;9999;  ;28033;N/D
598300;CALLE                   ;DE    ;PIVIJAY                                         ;par  ;NUM;2;  ;9998;  ;28033;N/D
598400;CALLE                   ;DE LA ;PIZARRA                                         ;impar;NUM;1;  ;9999;  ;28005;N/D
598400;CALLE                   ;DE LA ;PIZARRA                                         ;par  ;NUM;2;  ;9998;  ;28005;N/D
598500;CALLE                   ;DE    ;PIZARRO                                         ;impar;NUM;1;  ;9999;  ;28004;N/D
598500;CALLE                   ;DE    ;PIZARRO                                         ;par  ;NUM;2;  ;9998;  ;28004;N/D
598525;CALLE                   ;DEL   ;PLAN PARCIAL                                    ;impar;NUM;1;  ;9999;  ;28041;N/D
598525;CALLE                   ;DEL   ;PLAN PARCIAL                                    ;par  ;NUM;2;  ;9998;  ;28041;N/D
598600;CALLE                   ;DE LA ;PLATA                                           ;impar;NUM;1;  ;9999;  ;28021;N/D
598600;CALLE                   ;DE LA ;PLATA                                           ;par  ;NUM;2;  ;9998;  ;28021;N/D
598650;TRAVESIA                ;DE LA ;PLATA                                           ;impar;NUM;1;  ;9999;  ;28021;N/D
598650;TRAVESIA                ;DE LA ;PLATA                                           ;par  ;NUM;2;  ;9998;  ;28021;N/D
598700;CALLE                   ;DEL   ;PLATANO                                         ;impar;NUM;1;  ;15;  ;28029;N/D
598700;CALLE                   ;DEL   ;PLATANO                                         ;impar;NUM;17;  ;9999;  ;28029;N/D
598700;CALLE                   ;DEL   ;PLATANO                                         ;par  ;NUM;2;  ;18;  ;28029;N/D
598700;CALLE                   ;DEL   ;PLATANO                                         ;par  ;NUM;20;  ;9998;  ;28029;N/D
598800;CALLE                   ;DE    ;PLATEA                                          ;impar;NUM;1;  ;9999;  ;28043;N/D
598800;CALLE                   ;DE    ;PLATEA                                          ;par  ;NUM;2;  ;9998;  ;28043;N/D
599000;PLAZA                   ;DE LA ;PLATERIA DE MARTINEZ                            ;impar;NUM;1;  ;9999;  ;28014;N/D
599000;PLAZA                   ;DE LA ;PLATERIA DE MARTINEZ                            ;par  ;NUM;2;  ;9998;  ;28014;N/D
599100;CALLE                   ;DE LAS;PLATERIAS                                       ;impar;NUM;1;  ;9999;  ;28016;N/D
599100;CALLE                   ;DE LAS;PLATERIAS                                       ;par  ;NUM;2;  ;9998;  ;28016;N/D
599101;CALLE                   ;DE LA ;FLUORITA                                        ;impar;NUM;1;  ;9999;  ;28023;N/D
599101;CALLE                   ;DE LA ;FLUORITA                                        ;par  ;NUM;2;  ;9998;  ;28023;N/D
599200;CALLE                   ;DEL   ;PLATINO                                         ;impar;NUM;1;  ;27;  ;28021;N/D
599200;CALLE                   ;DEL   ;PLATINO                                         ;impar;NUM;29;  ;9999;  ;28021;N/D
599200;CALLE                   ;DEL   ;PLATINO                                         ;par  ;NUM;2;  ;26;  ;28021;N/D
599200;CALLE                   ;DEL   ;PLATINO                                         ;par  ;NUM;28;  ;9998;  ;28021;N/D
599250;PLAZA                   ;DE    ;PLATON                                          ;impar;NUM;1;  ;9999;  ;28027;N/D
599250;PLAZA                   ;DE    ;PLATON                                          ;par  ;NUM;2;  ;9998;  ;28027;N/D
599400;CALLE                   ;DE LA ;PLAZA                                           ;impar;NUM;1;  ;9999;  ;28043;N/D
599400;CALLE                   ;DE LA ;PLAZA                                           ;par  ;NUM;2;  ;9998;  ;28043;N/D
599700;AVENIDA                 ;DE LA ;PLAZA DE TOROS                                  ;impar;NUM;1;  ;9999;  ;28025;N/D
599700;AVENIDA                 ;DE LA ;PLAZA DE TOROS                                  ;par  ;NUM;2;  ;9998;  ;28025;N/D
599800;CALLE                   ;DE    ;PLEITES                                         ;impar;NUM;1;  ;9999;  ;28023;N/D
599800;CALLE                   ;DE    ;PLEITES                                         ;par  ;NUM;2;  ;9998;  ;28023;N/D
599900;CALLE                   ;DE LAS;PLEYADES                                        ;impar;NUM;1;  ;21;  ;28023;N/D
599900;CALLE                   ;DE LAS;PLEYADES                                        ;impar;NUM;23;  ;9999;  ;28023;N/D
599900;CALLE                   ;DE LAS;PLEYADES                                        ;par  ;NUM;2;  ;12;  ;28023;N/D
599900;CALLE                   ;DE LAS;PLEYADES                                        ;par  ;NUM;14;  ;9998;  ;28023;N/D
599903;TRAVESIA                ;DE LAS;PLEYADES                                        ;impar;NUM;1;  ;9999;  ;28023;N/D
599903;TRAVESIA                ;DE LAS;PLEYADES                                        ;par  ;NUM;2;  ;9998;  ;28023;N/D
600000;CALLE                   ;DE LA ;PLOMADA                                         ;impar;NUM;1;  ;9999;  ;28037;N/D
600000;CALLE                   ;DE LA ;PLOMADA                                         ;par  ;NUM;2;  ;9998;  ;28037;N/D
600100;CALLE                   ;DEL   ;PLOMO                                           ;impar;NUM;1;  ;9999;  ;28045;N/D
600100;CALLE                   ;DEL   ;PLOMO                                           ;par  ;NUM;2;  ;9998;  ;28045;N/D
600200;CALLE                   ;DEL   ;PLUS ULTRA                                      ;impar;NUM;1;  ;9999;  ;28042;N/D
600200;CALLE                   ;DEL   ;PLUS ULTRA                                      ;par  ;NUM;2;  ;9998;  ;28042;N/D
600300;CALLE                   ;DE    ;POBLA DE SEGUR                                  ;impar;NUM;1;  ;9999;  ;28033;N/D
600300;CALLE                   ;DE    ;POBLA DE SEGUR                                  ;par  ;NUM;2;  ;9998;  ;28033;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;impar;NUM;1;  ;39;  ;28024;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;impar;NUM;41;  ;65;  ;28047;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;impar;NUM;67;  ;101;  ;28025;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;impar;NUM;103;  ;107;  ;28025;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;impar;NUM;109;  ;127;  ;28025;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;impar;NUM;129;  ;155;  ;28025;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;impar;NUM;157;  ;9999;  ;28041;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;par  ;NUM;2;  ;20;  ;28024;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;par  ;NUM;22;  ;50;  ;28044;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;par  ;NUM;52;  ;58;  ;28044;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;par  ;NUM;60;  ;90;  ;28044;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;par  ;NUM;92;  ;124;  ;28054;N/D
600400;AVENIDA                 ;DE LOS;POBLADOS                                        ;par  ;NUM;126;  ;9998;  ;28041;N/D
600401;CALLE                   ;DEL   ;POLEO                                           ;impar;NUM;1;  ;9999;  ;28023;N/D
600401;CALLE                   ;DEL   ;POLEO                                           ;par  ;NUM;2;  ;9998;  ;28023;N/D
600500;CALLE                   ;DE    ;POBLADURA DEL VALLE                             ;impar;NUM;1;  ;9;  ;28037;N/D
600500;CALLE                   ;DE    ;POBLADURA DEL VALLE                             ;impar;NUM;11;  ;9999;  ;28037;N/D
600500;CALLE                   ;DE    ;POBLADURA DEL VALLE                             ;par  ;NUM;2;  ;20;  ;28037;N/D
600500;CALLE                   ;DE    ;POBLADURA DEL VALLE                             ;par  ;NUM;22;  ;9998;  ;28037;N/D
600600;CALLE                   ;DE LAS;PODEROSAS                                       ;impar;NUM;1;  ;9999;  ;28042;N/D
600600;CALLE                   ;DE LAS;PODEROSAS                                       ;par  ;NUM;2;  ;9998;  ;28042;N/D
600650;CALLE                   ;DEL   ;POETA ESTEBAN DE VILLEGAS                       ;impar;NUM;1;  ;9999;  ;28014;N/D
600650;CALLE                   ;DEL   ;POETA ESTEBAN DE VILLEGAS                       ;par  ;NUM;2;  ;9998;  ;28014;N/D
600700;PLAZA                   ;DEL   ;POETA MANUEL DEL PALACIO                        ;impar;NUM;1;  ;9999;  ;28002;N/D
600700;PLAZA                   ;DEL   ;POETA MANUEL DEL PALACIO                        ;par  ;NUM;2;  ;9998;  ;28002;N/D
600800;PLAZA                   ;DEL   ;POETA RIOJA                                     ;impar;NUM;1;  ;9999;  ;28025;N/D
600800;PLAZA                   ;DEL   ;POETA RIOJA                                     ;par  ;NUM;2;  ;9998;  ;28025;N/D
600900;CALLE                   ;DE    ;POLIBEA                                         ;impar;NUM;1;  ;9999;  ;28027;N/D
600900;CALLE                   ;DE    ;POLIBEA                                         ;par  ;NUM;2;  ;9998;  ;28027;N/D
601300;CALLE                   ;DE    ;POLVORANCA                                      ;impar;NUM;1;  ;9999;  ;28044;N/D
601300;CALLE                   ;DE    ;POLVORANCA                                      ;par  ;NUM;2;  ;9998;  ;28044;N/D
601400;CALLE                   ;DE    ;ALZINA                                          ;impar;NUM;1;  ;7;  ;28044;N/D
601400;CALLE                   ;DE    ;ALZINA                                          ;impar;NUM;9;  ;35;  ;28044;N/D
601400;CALLE                   ;DE    ;ALZINA                                          ;impar;NUM;37;  ;9999;  ;28054;N/D
601400;CALLE                   ;DE    ;ALZINA                                          ;par  ;NUM;2;  ;6;  ;28044;N/D
601400;CALLE                   ;DE    ;ALZINA                                          ;par  ;NUM;8;  ;9998;  ;28044;N/D
601600;CALLE                   ;DE    ;PONCE DE LEON                                   ;impar;NUM;1;  ;9999;  ;28010;N/D
601600;CALLE                   ;DE    ;PONCE DE LEON                                   ;par  ;NUM;2;  ;9998;  ;28010;N/D
601700;CALLE                   ;DE    ;PONCIANO                                        ;impar;NUM;1;  ;9999;  ;28015;N/D
601700;CALLE                   ;DE    ;PONCIANO                                        ;par  ;NUM;2;  ;9998;  ;28015;N/D
601800;CALLE                   ;DE    ;PONFERRADA                                      ;impar;NUM;1;  ;9999;  ;28029;N/D
601800;CALLE                   ;DE    ;PONFERRADA                                      ;par  ;NUM;2;  ;40;  ;28029;N/D
601800;CALLE                   ;DE    ;PONFERRADA                                      ;par  ;NUM;42;  ;9998;  ;28029;N/D
601875;CALLE                   ;DE    ;MORERUELA                                       ;impar;NUM;1;  ;9999;  ;28055;N/D
601875;CALLE                   ;DE    ;MORERUELA                                       ;par  ;NUM;2;  ;9998;  ;28055;N/D
601900;CALLE                   ;DE    ;PONIENTE                                        ;impar;NUM;1;  ;9999;  ;28036;N/D
601900;CALLE                   ;DE    ;PONIENTE                                        ;par  ;NUM;2;  ;9998;  ;28036;N/D
602200;CALLE                   ;DE    ;PONT DE MOLINS                                  ;impar;NUM;1;  ;9999;  ;28038;N/D
602200;CALLE                   ;DE    ;PONT DE MOLINS                                  ;par  ;NUM;2;  ;9998;  ;28038;N/D
602300;PLAZA                   ;DE    ;PONTEJOS                                        ;impar;NUM;1;  ;9999;  ;28012;N/D
602300;PLAZA                   ;DE    ;PONTEJOS                                        ;par  ;NUM;2;  ;9998;  ;28012;N/D
602400;CALLE                   ;DE    ;PONTEVEDRA                                      ;impar;NUM;1;  ;9999;  ;28015;N/D
602400;CALLE                   ;DE    ;PONTEVEDRA                                      ;par  ;NUM;2;  ;9998;  ;28015;N/D
602500;PASEO                   ;DE LOS;PONTONES                                        ;impar;NUM;1;  ;29;  ;28005;N/D
602500;PASEO                   ;DE LOS;PONTONES                                        ;impar;NUM;31;  ;9999;  ;28005;N/D
602500;PASEO                   ;DE LOS;PONTONES                                        ;par  ;NUM;2;  ;10;  ;28005;N/D
602500;PASEO                   ;DE LOS;PONTONES                                        ;par  ;NUM;12;  ;9998;  ;28005;N/D
602600;CALLE                   ;DE    ;PONZANO                                         ;impar;NUM;1;  ;19;  ;28010;N/D
602600;CALLE                   ;DE    ;PONZANO                                         ;impar;NUM;21;  ;79;  ;28003;N/D
602600;CALLE                   ;DE    ;PONZANO                                         ;impar;NUM;81;  ;9999;  ;28003;N/D
602600;CALLE                   ;DE    ;PONZANO                                         ;par  ;NUM;2;  ;20;  ;28010;N/D
602600;CALLE                   ;DE    ;PONZANO                                         ;par  ;NUM;22;  ;74;  ;28003;N/D
602600;CALLE                   ;DE    ;PONZANO                                         ;par  ;NUM;76;  ;9998;  ;28003;N/D
602650;CALLE                   ;DEL   ;POPAYAN                                         ;impar;NUM;1;  ;9999;  ;28033;N/D
602650;CALLE                   ;DEL   ;POPAYAN                                         ;par  ;NUM;2;  ;9998;  ;28033;N/D
602800;CALLE                   ;DE LA ;PORCELANA                                       ;impar;NUM;1;  ;9999;  ;28037;N/D
602800;CALLE                   ;DE LA ;PORCELANA                                       ;par  ;NUM;2;  ;9998;  ;28037;N/D
602900;CALLE                   ;DE    ;PORFIRIO                                        ;impar;NUM;1;  ;9999;  ;28039;N/D
602900;CALLE                   ;DE    ;PORFIRIO                                        ;par  ;NUM;2;  ;9998;  ;28039;N/D
603000;CALLE                   ;DE    ;PORTA COELI                                     ;impar;NUM;1;  ;9999;  ;28026;N/D
603000;CALLE                   ;DE    ;PORTA COELI                                     ;par  ;NUM;2;  ;9998;  ;28026;N/D
603100;CALLE                   ;DEL   ;PORTAL                                          ;impar;NUM;1;  ;9999;  ;28037;N/D
603100;CALLE                   ;DEL   ;PORTAL                                          ;par  ;NUM;2;  ;9998;  ;28037;N/D
603200;CALLE                   ;DEL   ;PORTAL DE BELEN                                 ;impar;NUM;1;  ;9999;  ;28009;N/D
603200;CALLE                   ;DEL   ;PORTAL DE BELEN                                 ;par  ;NUM;2;  ;9998;  ;28009;N/D
603300;CALLE                   ;DE    ;PORTALEGRE                                      ;impar;NUM;1;  ;63;  ;28019;N/D
603300;CALLE                   ;DE    ;PORTALEGRE                                      ;impar;NUM;65;  ;75;  ;28019;N/D
603300;CALLE                   ;DE    ;PORTALEGRE                                      ;impar;NUM;77;  ;9999;  ;28025;N/D
603300;CALLE                   ;DE    ;PORTALEGRE                                      ;par  ;NUM;2;  ;88;  ;28019;N/D
603300;CALLE                   ;DE    ;PORTALEGRE                                      ;par  ;NUM;90;  ;104;  ;28019;N/D
603300;CALLE                   ;DE    ;PORTALEGRE                                      ;par  ;NUM;106;  ;9998;  ;28025;N/D
603400;CALLE                   ;DE    ;PORTALENA                                       ;impar;NUM;1;  ;9999;  ;28023;N/D
603400;CALLE                   ;DE    ;PORTALENA                                       ;par  ;NUM;2;  ;9998;  ;28023;N/D
603500;CALLE                   ;DE    ;PORTHOS                                         ;impar;NUM;1;  ;9999;  ;28011;N/D
603500;CALLE                   ;DE    ;PORTHOS                                         ;par  ;NUM;2;  ;9998;  ;28011;N/D
603550;CALLE                   ;DEL   ;PORTILLO DE EL PARDO                            ;impar;NUM;1;  ;9999;  ;28023;N/D
603550;CALLE                   ;DEL   ;PORTILLO DE EL PARDO                            ;par  ;NUM;2;  ;9998;  ;28023;N/D
603600;AVENIDA                 ;DE    ;PORTUGAL                                        ;impar;NUM;1;  ;79;  ;28011;N/D
603600;AVENIDA                 ;DE    ;PORTUGAL                                        ;impar;NUM;81;  ;9999;  ;28011;N/D
603600;AVENIDA                 ;DE    ;PORTUGAL                                        ;par  ;NUM;2;  ;10;  ;28011;N/D
603600;AVENIDA                 ;DE    ;PORTUGAL                                        ;par  ;NUM;12;  ;9998;  ;28011;N/D
603800;CALLE                   ;DE    ;PORTUGALETE                                     ;impar;NUM;1;  ;9999;  ;28017;N/D
603800;CALLE                   ;DE    ;PORTUGALETE                                     ;par  ;NUM;2;  ;9998;  ;28017;N/D
604000;CALLE                   ;DEL   ;PORVENIR                                        ;impar;NUM;1;  ;9999;  ;28028;N/D
604000;CALLE                   ;DEL   ;PORVENIR                                        ;par  ;NUM;2;  ;9998;  ;28028;N/D
604100;CALLE                   ;DE LA ;POSTAL                                          ;impar;NUM;1;  ;9999;  ;28019;N/D
604100;CALLE                   ;DE LA ;POSTAL                                          ;par  ;NUM;2;  ;9998;  ;28019;N/D
604200;CALLE                   ;DE LAS;POSTAS                                          ;impar;NUM;1;  ;9999;  ;28012;N/D
604200;CALLE                   ;DE LAS;POSTAS                                          ;par  ;NUM;2;  ;9998;  ;28012;N/D
604300;CALLE                   ;DE    ;PEDRO SALINAS                                   ;impar;NUM;1;  ;9999;  ;28043;N/D
604300;CALLE                   ;DE    ;PEDRO SALINAS                                   ;par  ;NUM;2;  ;9998;  ;28043;N/D
604400;CALLE                   ;DE LA ;POTASA                                          ;impar;NUM;1;  ;9999;  ;28021;N/D
604400;CALLE                   ;DE LA ;POTASA                                          ;par  ;NUM;2;  ;9998;  ;28021;N/D
604450;CALLE                   ;DE    ;POTES                                           ;impar;NUM;1;  ;9999;  ;28021;N/D
604450;CALLE                   ;DE    ;POTES                                           ;par  ;NUM;2;  ;9998;  ;28021;N/D
604500;CALLE                   ;DE    ;POTOSI                                          ;impar;NUM;1;  ;9999;  ;28016;N/D
604500;CALLE                   ;DE    ;POTOSI                                          ;par  ;NUM;2;  ;9998;  ;28016;N/D
604600;CALLE                   ;DE    ;LA POVEDA                                       ;impar;NUM;1;  ;9999;  ;28028;N/D
604600;CALLE                   ;DE    ;LA POVEDA                                       ;par  ;NUM;2;  ;9998;  ;28028;N/D
604700;CALLE                   ;DE LA ;POVEDILLA                                       ;impar;NUM;1;  ;9999;  ;28009;N/D
604700;CALLE                   ;DE LA ;POVEDILLA                                       ;par  ;NUM;2;  ;9998;  ;28009;N/D
604750;CALLE                   ;DE    ;POZA DE LA SAL                                  ;impar;NUM;1;  ;9999;  ;28031;N/D
604750;CALLE                   ;DE    ;POZA DE LA SAL                                  ;par  ;NUM;2;  ;9998;  ;28031;N/D
604800;CALLE                   ;DE LAS;POZAS                                           ;impar;NUM;1;  ;9999;  ;28004;N/D
604800;CALLE                   ;DE LAS;POZAS                                           ;par  ;NUM;2;  ;9998;  ;28004;N/D
604900;TRAVESIA                ;DE LAS;POZAS                                           ;impar;NUM;1;  ;9999;  ;28004;N/D
604900;TRAVESIA                ;DE LAS;POZAS                                           ;par  ;NUM;2;  ;9998;  ;28004;N/D
